"scenario","nS","nT","d","em_sd","kappa","rho_T","method","reference","cov_diff","cov_diff_mcse","discordant","n"
169,2000,500,0,0,0,0.3,"target-fixed","joint-score",-0.000200000000000089,0.000346398614315935,3,5000
169,2000,500,0,0,0,0.3,"normal-recon","joint-score",0.000399999999999956,0.000489865287604664,6,5000
169,2000,500,0,0,0,0.3,"reported-cov","joint-score",0.000399999999999956,0.000489865287604664,6,5000
170,2000,500,0,0,0,0.6,"target-fixed","joint-score",-0.000199999999999978,0.000346398614315935,3,5000
170,2000,500,0,0,0,0.6,"normal-recon","joint-score",0,4e-04,4,5000
170,2000,500,0,0,0,0.6,"reported-cov","joint-score",0,4e-04,4,5000
171,2000,500,0,0.45,0,0.3,"target-fixed","joint-score",-0.00459999999999994,0.000956957679315026,23,5000
171,2000,500,0,0.45,0,0.3,"normal-recon","joint-score",-0.000599999999999934,0.000529082224233625,7,5000
171,2000,500,0,0.45,0,0.3,"reported-cov","joint-score",-0.000399999999999956,0.000489865287604664,6,5000
172,2000,500,0,0.45,0,0.6,"target-fixed","joint-score",-0.00319999999999998,0.000798718974358316,16,5000
172,2000,500,0,0.45,0,0.6,"normal-recon","joint-score",0.001,0.000528961246217528,7,5000
172,2000,500,0,0.45,0,0.6,"reported-cov","joint-score",0.001,0.000528961246217528,7,5000
173,2000,500,0,0.45,0.5,0.3,"target-fixed","joint-score",0.000199999999999978,0.000447204651138603,5,5000
173,2000,500,0,0.45,0.5,0.3,"normal-recon","joint-score",0.003,0.000823528991596531,17,5000
173,2000,500,0,0.45,0.5,0.3,"reported-cov","joint-score",0.003,0.000823528991596531,17,5000
174,2000,500,0,0.45,0.5,0.6,"target-fixed","joint-score",-0.000199999999999978,0.000663318927816778,11,5000
174,2000,500,0,0.45,0.5,0.6,"normal-recon","joint-score",0.00520000000000009,0.00101714895664303,26,5000
174,2000,500,0,0.45,0.5,0.6,"reported-cov","joint-score",0.00420000000000009,0.000957325441007393,23,5000
175,2000,500,0,0.45,1,0.3,"target-fixed","joint-score",0.00260000000000005,0.000773723464811557,15,5000
175,2000,500,0,0.45,1,0.3,"normal-recon","joint-score",0.00519999999999998,0.00101714895664303,26,5000
175,2000,500,0,0.45,1,0.3,"reported-cov","joint-score",0.00480000000000003,0.000977441558355281,24,5000
176,2000,500,0,0.45,1,0.6,"target-fixed","joint-score",0.00319999999999998,0.000847320482462215,18,5000
176,2000,500,0,0.45,1,0.6,"normal-recon","joint-score",0.00679999999999992,0.00116221856808433,34,5000
176,2000,500,0,0.45,1,0.6,"reported-cov","joint-score",0.00619999999999998,0.00111009549138802,31,5000
177,2000,500,0,0.9,0,0.3,"target-fixed","joint-score",-0.014,0.00166156552684509,70,5000
177,2000,500,0,0.9,0,0.3,"normal-recon","joint-score",0.000600000000000045,0.000824577467555354,17,5000
177,2000,500,0,0.9,0,0.3,"reported-cov","joint-score",0.000600000000000045,0.000774550192046971,15,5000
178,2000,500,0,0.9,0,0.6,"target-fixed","joint-score",-0.018,0.00188021275391909,90,5000
178,2000,500,0,0.9,0,0.6,"normal-recon","joint-score",0.00240000000000007,0.000799279675708072,16,5000
178,2000,500,0,0.9,0,0.6,"reported-cov","joint-score",-0.001,0.000774467559036529,15,5000
179,2000,500,0,0.9,0.5,0.3,"target-fixed","joint-score",-0.00139999999999996,0.000824383405946529,17,5000
179,2000,500,0,0.9,0.5,0.3,"normal-recon","joint-score",0.0114000000000001,0.00150133540556399,57,5000
179,2000,500,0,0.9,0.5,0.3,"reported-cov","joint-score",0.0114000000000001,0.00150133540556399,57,5000
180,2000,500,0,0.9,0.5,0.6,"target-fixed","joint-score",0.000199999999999978,0.000916510774622972,21,5000
180,2000,500,0,0.9,0.5,0.6,"normal-recon","joint-score",0.014,0.00166156552684509,70,5000
180,2000,500,0,0.9,0.5,0.6,"reported-cov","joint-score",0.0122,0.00155249218999646,61,5000
181,2000,500,0,0.9,1,0.3,"target-fixed","joint-score",0.00680000000000003,0.00116221856808433,34,5000
181,2000,500,0,0.9,1,0.3,"normal-recon","joint-score",0.015,0.00171901134376711,75,5000
181,2000,500,0,0.9,1,0.3,"reported-cov","joint-score",0.0148,0.00170768615383507,74,5000
182,2000,500,0,0.9,1,0.6,"target-fixed","joint-score",0.00900000000000001,0.00133558975737312,45,5000
182,2000,500,0,0.9,1,0.6,"normal-recon","joint-score",0.0179999999999999,0.00188021275391909,90,5000
182,2000,500,0,0.9,1,0.6,"reported-cov","joint-score",0.0157999999999999,0.00176353962246387,79,5000
183,2000,500,0.4,0,0,0.3,"target-fixed","joint-score",-0.000600000000000045,0.000346306222872186,3,5000
183,2000,500,0.4,0,0,0.3,"normal-recon","joint-score",0,4e-04,4,5000
183,2000,500,0.4,0,0,0.3,"reported-cov","joint-score",-0.000199999999999978,0.000346398614315935,3,5000
184,2000,500,0.4,0,0,0.6,"target-fixed","joint-score",-0.000600000000000045,0.000346306222872186,3,5000
184,2000,500,0.4,0,0,0.6,"normal-recon","joint-score",0,0.000282842712474619,2,5000
184,2000,500,0.4,0,0,0.6,"reported-cov","joint-score",0.000199999999999978,0.000346398614315935,3,5000
185,2000,500,0.4,0.45,0,0.3,"target-fixed","joint-score",-0.00260000000000005,0.000720172201629583,13,5000
185,2000,500,0.4,0.45,0,0.3,"normal-recon","joint-score",0.000399999999999956,0.000489865287604664,6,5000
185,2000,500,0.4,0.45,0,0.3,"reported-cov","joint-score",0.000399999999999956,0.000489865287604664,6,5000
186,2000,500,0.4,0.45,0,0.6,"target-fixed","joint-score",-0.00420084016803368,0.000914771000403863,21,4999
186,2000,500,0.4,0.45,0,0.6,"normal-recon","joint-score",0.000200040008001556,0.00044729410817099,5,4999
186,2000,500,0.4,0.45,0,0.6,"reported-cov","joint-score",-0.000200040008001667,0.000346467905587113,3,4999
187,2000,500,0.4,0.45,0.5,0.3,"target-fixed","joint-score",0.000599999999999934,0.000529082224233625,7,5000
187,2000,500,0.4,0.45,0.5,0.3,"normal-recon","joint-score",0.004,0.000892636544176856,20,5000
187,2000,500,0.4,0.45,0.5,0.3,"reported-cov","joint-score",0.00439999999999996,0.000936017093861004,22,5000
188,2000,500,0.4,0.45,0.5,0.6,"target-fixed","joint-score",-0.00119999999999998,0.000799819979745442,16,5000
188,2000,500,0.4,0.45,0.5,0.6,"normal-recon","joint-score",0.00319999999999998,0.000847320482462215,18,5000
188,2000,500,0.4,0.45,0.5,0.6,"reported-cov","joint-score",0.00280000000000002,0.000847603680973602,18,5000
189,2000,500,0.4,0.45,1,0.3,"target-fixed","joint-score",0.002,0.000631822759957253,10,5000
189,2000,500,0.4,0.45,1,0.3,"normal-recon","joint-score",0.004,0.000892636544176856,20,5000
189,2000,500,0.4,0.45,1,0.3,"reported-cov","joint-score",0.004,0.000892636544176856,20,5000
190,2000,500,0.4,0.45,1,0.6,"target-fixed","joint-score",0.00180000000000002,0.00072066080787011,13,5000
190,2000,500,0.4,0.45,1,0.6,"normal-recon","joint-score",0.00519999999999998,0.00101714895664303,26,5000
190,2000,500,0.4,0.45,1,0.6,"reported-cov","joint-score",0.005,0.000997496867163,25,5000
191,2000,500,0.4,0.9,0,0.3,"target-fixed","joint-score",-0.0134000000000001,0.00162606518934513,67,5000
191,2000,500,0.4,0.9,0,0.3,"normal-recon","joint-score",-0.000200000000000089,0.000721104708069501,13,5000
191,2000,500,0.4,0.9,0,0.3,"reported-cov","joint-score",-0.000400000000000067,0.00069279722863187,12,5000
192,2000,500,0.4,0.9,0,0.6,"target-fixed","joint-score",-0.0135999999999999,0.00163798901095215,68,5000
192,2000,500,0.4,0.9,0,0.6,"normal-recon","joint-score",0.00180000000000002,0.00072066080787011,13,5000
192,2000,500,0.4,0.9,0,0.6,"reported-cov","joint-score",0.000200000000000089,0.000529142702869462,7,5000
193,2000,500,0.4,0.9,0.5,0.3,"target-fixed","joint-score",-0.000599999999999934,0.000959128771333651,23,5000
193,2000,500,0.4,0.9,0.5,0.3,"normal-recon","joint-score",0.00860000000000005,0.00130583613060751,43,5000
193,2000,500,0.4,0.9,0.5,0.3,"reported-cov","joint-score",0.00900000000000001,0.00133558975737312,45,5000
194,2000,500,0.4,0.9,0.5,0.6,"target-fixed","joint-score",-0.00119999999999998,0.000848358414822414,18,5000
194,2000,500,0.4,0.9,0.5,0.6,"normal-recon","joint-score",0.0115999999999999,0.00151429455523026,58,5000
194,2000,500,0.4,0.9,0.5,0.6,"reported-cov","joint-score",0.0104,0.00143470136265357,52,5000
195,2000,500,0.4,0.9,1,0.3,"target-fixed","joint-score",0.00700000000000001,0.00117906742809731,35,5000
195,2000,500,0.4,0.9,1,0.3,"normal-recon","joint-score",0.0142,0.00167322204145176,71,5000
195,2000,500,0.4,0.9,1,0.3,"reported-cov","joint-score",0.0134,0.00162606518934513,67,5000
196,2000,500,0.4,0.9,1,0.6,"target-fixed","joint-score",0.006,0.00112818438209364,32,5000
196,2000,500,0.4,0.9,1,0.6,"normal-recon","joint-score",0.0135999999999999,0.00163798901095215,68,5000
196,2000,500,0.4,0.9,1,0.6,"reported-cov","joint-score",0.0132,0.00161404832641405,66,5000
197,2000,500,0.8,0,0,0.3,"target-fixed","joint-score",-0.00139999999999996,0.000528779727296726,7,5000
197,2000,500,0.8,0,0,0.3,"normal-recon","joint-score",0.000600000000000045,0.000346306222872186,3,5000
197,2000,500,0.8,0,0,0.3,"reported-cov","joint-score",0.000600000000000045,0.000346306222872186,3,5000
198,2000,500,0.8,0,0,0.6,"target-fixed","joint-score",-0.002,0.000631822759957253,10,5000
198,2000,500,0.8,0,0,0.6,"normal-recon","joint-score",-0.000400000000000067,0.000489865287604664,6,5000
198,2000,500,0.8,0,0,0.6,"reported-cov","joint-score",-0.000200000000000089,0.000447204651138603,5,5000
199,2000,500,0.8,0.45,0,0.3,"target-fixed","joint-score",-0.00460092018403679,0.000957148666724991,23,4999
199,2000,500,0.8,0.45,0,0.3,"normal-recon","joint-score",0,0.000400080016003201,4,4999
199,2000,500,0.8,0.45,0,0.3,"reported-cov","joint-score",0,0.000400080016003201,4,4999
200,2000,500,0.8,0.45,0,0.6,"target-fixed","joint-score",-0.00560000000000005,0.00105533312276267,28,5000
200,2000,500,0.8,0.45,0,0.6,"normal-recon","joint-score",-0.00119999999999998,0.000632227807044265,10,5000
200,2000,500,0.8,0.45,0,0.6,"reported-cov","joint-score",-0.00119999999999998,0.000565430809206573,8,5000
201,2000,500,0.8,0.45,0.5,0.3,"target-fixed","joint-score",-0.00300060012002401,0.000870920783304763,19,4999
201,2000,500,0.8,0.45,0.5,0.3,"normal-recon","joint-score",0.001000200040008,0.000599953267482982,9,4999
201,2000,500,0.8,0.45,0.5,0.3,"reported-cov","joint-score",0.000800160032006447,0.000565685390990003,8,4999
202,2000,500,0.8,0.45,0.5,0.6,"target-fixed","joint-score",-0.00359999999999994,0.000892977043377936,20,5000
202,2000,500,0.8,0.45,0.5,0.6,"normal-recon","joint-score",0.00160000000000005,0.000747989304736371,14,5000
202,2000,500,0.8,0.45,0.5,0.6,"reported-cov","joint-score",0.001,0.000599833310178753,9,5000
203,2000,500,0.8,0.45,1,0.3,"target-fixed","joint-score",-0.00119999999999998,0.000848358414822414,18,5000
203,2000,500,0.8,0.45,1,0.3,"normal-recon","joint-score",0.003,0.000823528991596531,17,5000
203,2000,500,0.8,0.45,1,0.3,"reported-cov","joint-score",0.00319999999999998,0.000847320482462215,18,5000
204,2000,500,0.8,0.45,1,0.6,"target-fixed","joint-score",-0.00140028005601123,0.000599793137604467,9,4999
204,2000,500,0.8,0.45,1,0.6,"normal-recon","joint-score",0.00340068013602712,0.000823382471192277,17,4999
204,2000,500,0.8,0.45,1,0.6,"reported-cov","joint-score",0.00340068013602712,0.000823382471192277,17,4999
205,2000,500,0.8,0.9,0,0.3,"target-fixed","joint-score",-0.0108043217286915,0.00146231768824131,54,4998
205,2000,500,0.8,0.9,0,0.3,"normal-recon","joint-score",-0.000200080032012773,0.000600233423998132,9,4998
205,2000,500,0.8,0.9,0,0.3,"reported-cov","joint-score",-0.000200080032012773,0.000600233423998132,9,4998
206,2000,500,0.8,0.9,0,0.6,"target-fixed","joint-score",-0.01,0.00140712472794703,50,5000
206,2000,500,0.8,0.9,0,0.6,"normal-recon","joint-score",0.002,0.000631822759957253,10,5000
206,2000,500,0.8,0.9,0,0.6,"reported-cov","joint-score",0.000800000000000023,0.000399839967987194,4,5000
207,2000,500,0.8,0.9,0.5,0.3,"target-fixed","joint-score",-0.00340068013602723,0.000999042908126044,25,4999
207,2000,500,0.8,0.9,0.5,0.3,"normal-recon","joint-score",0.00740148029605914,0.00121228445664292,37,4999
207,2000,500,0.8,0.9,0.5,0.3,"reported-cov","joint-score",0.0066013202640528,0.0011453431490827,33,4999
208,2000,500,0.8,0.9,0.5,0.6,"target-fixed","joint-score",-0.00180000000000002,0.000824228123761862,17,5000
208,2000,500,0.8,0.9,0.5,0.6,"normal-recon","joint-score",0.00659999999999994,0.00114511484140238,33,5000
208,2000,500,0.8,0.9,0.5,0.6,"reported-cov","joint-score",0.006,0.00109215383531808,30,5000
209,2000,500,0.8,0.9,1,0.3,"target-fixed","joint-score",0.00139999999999996,0.000720838400752901,13,5000
209,2000,500,0.8,0.9,1,0.3,"normal-recon","joint-score",0.00780000000000003,0.00124411896537268,39,5000
209,2000,500,0.8,0.9,1,0.3,"reported-cov","joint-score",0.00800000000000001,0.00125984125984189,40,5000
210,2000,500,0.8,0.9,1,0.6,"target-fixed","joint-score",0.002,0.000692242731995071,12,5000
210,2000,500,0.8,0.9,1,0.6,"normal-recon","joint-score",0.00900000000000001,0.00133558975737312,45,5000
210,2000,500,0.8,0.9,1,0.6,"reported-cov","joint-score",0.00800000000000001,0.00125984125984189,40,5000
211,2000,2000,0,0,0,0.3,"target-fixed","joint-score",-0.000199999999999978,0.0001999799989999,1,5000
211,2000,2000,0,0,0,0.3,"normal-recon","joint-score",0.000399999999999956,0.000282786138274138,2,5000
211,2000,2000,0,0,0,0.3,"reported-cov","joint-score",0.000399999999999956,0.000282786138274138,2,5000
212,2000,2000,0,0,0,0.6,"target-fixed","joint-score",0,0,0,5000
212,2000,2000,0,0,0,0.6,"normal-recon","joint-score",0.000199999999999978,0.0001999799989999,1,5000
212,2000,2000,0,0,0,0.6,"reported-cov","joint-score",0.000199999999999978,0.0001999799989999,1,5000
213,2000,2000,0,0.45,0,0.3,"target-fixed","joint-score",-0.00180000000000002,0.000599459756781054,9,5000
213,2000,2000,0,0.45,0,0.3,"normal-recon","joint-score",0,0.000282842712474619,2,5000
213,2000,2000,0,0.45,0,0.3,"reported-cov","joint-score",0.000199999999999978,0.0001999799989999,1,5000
214,2000,2000,0,0.45,0,0.6,"target-fixed","joint-score",-0.00320000000000009,0.000798718974358316,16,5000
214,2000,2000,0,0.45,0,0.6,"normal-recon","joint-score",0,0.000282842712474619,2,5000
214,2000,2000,0,0.45,0,0.6,"reported-cov","joint-score",-0.000200000000000089,0.0001999799989999,1,5000
215,2000,2000,0,0.45,0.5,0.3,"target-fixed","joint-score",-0.00119999999999998,0.000489603921552922,6,5000
215,2000,2000,0,0.45,0.5,0.3,"normal-recon","joint-score",0.00180000000000002,0.000599459756781054,9,5000
215,2000,2000,0,0.45,0.5,0.3,"reported-cov","joint-score",0.00180000000000002,0.000599459756781054,9,5000
216,2000,2000,0,0.45,0.5,0.6,"target-fixed","joint-score",-0.000199999999999978,0.000447204651138603,5,5000
216,2000,2000,0,0.45,0.5,0.6,"normal-recon","joint-score",0.00160000000000005,0.000565232695444982,8,5000
216,2000,2000,0,0.45,0.5,0.6,"reported-cov","joint-score",0.00119999999999998,0.000489603921552922,6,5000
217,2000,2000,0,0.45,1,0.3,"target-fixed","joint-score",0.00219999999999998,0.000662594898863551,11,5000
217,2000,2000,0,0.45,1,0.3,"normal-recon","joint-score",0.00460000000000005,0.000956957679315026,23,5000
217,2000,2000,0,0.45,1,0.3,"reported-cov","joint-score",0.00460000000000005,0.000956957679315026,23,5000
218,2000,2000,0,0.45,1,0.6,"target-fixed","joint-score",0.001,0.00044698993277254,5,5000
218,2000,2000,0,0.45,1,0.6,"normal-recon","joint-score",0.00519999999999998,0.00101714895664303,26,5000
218,2000,2000,0,0.45,1,0.6,"reported-cov","joint-score",0.005,0.000997496867163,25,5000
219,2000,2000,0,0.9,0,0.3,"target-fixed","joint-score",-0.00740000000000007,0.00121204290353106,37,5000
219,2000,2000,0,0.9,0,0.3,"normal-recon","joint-score",0.000199999999999978,0.000447204651138603,5,5000
219,2000,2000,0,0.9,0,0.3,"reported-cov","joint-score",0.000399999999999956,0.000489865287604664,6,5000
220,2000,2000,0,0.9,0,0.6,"target-fixed","joint-score",-0.00759999999999994,0.00122818891055082,38,5000
220,2000,2000,0,0.9,0,0.6,"normal-recon","joint-score",0.00120000000000009,0.000489603921552922,6,5000
220,2000,2000,0,0.9,0,0.6,"reported-cov","joint-score",0.000200000000000089,0.000346398614315935,3,5000
221,2000,2000,0,0.9,0.5,0.3,"target-fixed","joint-score",0.000199999999999978,0.000346398614315935,3,5000
221,2000,2000,0,0.9,0.5,0.3,"normal-recon","joint-score",0.00639999999999996,0.00112774465194919,32,5000
221,2000,2000,0,0.9,0.5,0.3,"reported-cov","joint-score",0.00660000000000005,0.00114511484140238,33,5000
222,2000,2000,0,0.9,0.5,0.6,"target-fixed","joint-score",0.000399999999999956,0.000565657139970849,8,5000
222,2000,2000,0,0.9,0.5,0.6,"normal-recon","joint-score",0.00680000000000003,0.00116221856808433,34,5000
222,2000,2000,0,0.9,0.5,0.6,"reported-cov","joint-score",0.006,0.00109215383531808,30,5000
223,2000,2000,0,0.9,1,0.3,"target-fixed","joint-score",0.004,0.000892636544176856,20,5000
223,2000,2000,0,0.9,1,0.3,"normal-recon","joint-score",0.00880000000000003,0.00132079975772257,44,5000
223,2000,2000,0,0.9,1,0.3,"reported-cov","joint-score",0.00880000000000003,0.00132079975772257,44,5000
224,2000,2000,0,0.9,1,0.6,"target-fixed","joint-score",0.00680000000000003,0.00116221856808433,34,5000
224,2000,2000,0,0.9,1,0.6,"normal-recon","joint-score",0.0128,0.0015897270205919,64,5000
224,2000,2000,0,0.9,1,0.6,"reported-cov","joint-score",0.0126000000000001,0.00157741814367656,63,5000
225,2000,2000,0.4,0,0,0.3,"target-fixed","joint-score",-0.000200000000000089,0.0001999799989999,1,5000
225,2000,2000,0.4,0,0,0.3,"normal-recon","joint-score",0,0,0,5000
225,2000,2000,0.4,0,0,0.3,"reported-cov","joint-score",0,0,0,5000
226,2000,2000,0.4,0,0,0.6,"target-fixed","joint-score",0,0,0,5000
226,2000,2000,0.4,0,0,0.6,"normal-recon","joint-score",0.000199999999999978,0.0001999799989999,1,5000
226,2000,2000,0.4,0,0,0.6,"reported-cov","joint-score",0.000199999999999978,0.0001999799989999,1,5000
227,2000,2000,0.4,0.45,0,0.3,"target-fixed","joint-score",-0.00320000000000009,0.000798718974358316,16,5000
227,2000,2000,0.4,0.45,0,0.3,"normal-recon","joint-score",-0.000200000000000089,0.000346398614315935,3,5000
227,2000,2000,0.4,0.45,0,0.3,"reported-cov","joint-score",0,0.000282842712474619,2,5000
228,2000,2000,0.4,0.45,0,0.6,"target-fixed","joint-score",-0.00380000000000003,0.000870121830550182,19,5000
228,2000,2000,0.4,0.45,0,0.6,"normal-recon","joint-score",0,0.000282842712474619,2,5000
228,2000,2000,0.4,0.45,0,0.6,"reported-cov","joint-score",-0.000199999999999978,0.0001999799989999,1,5000
229,2000,2000,0.4,0.45,0.5,0.3,"target-fixed","joint-score",-0.000399999999999956,0.000282786138274138,2,5000
229,2000,2000,0.4,0.45,0.5,0.3,"normal-recon","joint-score",0.000600000000000045,0.000346306222872186,3,5000
229,2000,2000,0.4,0.45,0.5,0.3,"reported-cov","joint-score",0.000600000000000045,0.000346306222872186,3,5000
230,2000,2000,0.4,0.45,0.5,0.6,"target-fixed","joint-score",-0.000800000000000023,0.000399839967987194,4,5000
230,2000,2000,0.4,0.45,0.5,0.6,"normal-recon","joint-score",0.00219999999999998,0.000662594898863551,11,5000
230,2000,2000,0.4,0.45,0.5,0.6,"reported-cov","joint-score",0.00179999999999991,0.000599459756781054,9,5000
231,2000,2000,0.4,0.45,1,0.3,"target-fixed","joint-score",0.001,0.00044698993277254,5,5000
231,2000,2000,0.4,0.45,1,0.3,"normal-recon","joint-score",0.00340000000000007,0.0008232180756033,17,5000
231,2000,2000,0.4,0.45,1,0.3,"reported-cov","joint-score",0.00340000000000007,0.0008232180756033,17,5000
232,2000,2000,0.4,0.45,1,0.6,"target-fixed","joint-score",0.000800000000000023,0.000399839967987194,4,5000
232,2000,2000,0.4,0.45,1,0.6,"normal-recon","joint-score",0.00259999999999994,0.000720172201629583,13,5000
232,2000,2000,0.4,0.45,1,0.6,"reported-cov","joint-score",0.00219999999999998,0.000662594898863551,11,5000
233,2000,2000,0.4,0.9,0,0.3,"target-fixed","joint-score",-0.00580000000000003,0.00107390502373348,29,5000
233,2000,2000,0.4,0.9,0,0.3,"normal-recon","joint-score",0.000399999999999956,0.0003999599979998,4,5000
233,2000,2000,0.4,0.9,0,0.3,"reported-cov","joint-score",0.000599999999999934,0.000346306222872186,3,5000
234,2000,2000,0.4,0.9,0,0.6,"target-fixed","joint-score",-0.00460000000000005,0.000956957679315026,23,5000
234,2000,2000,0.4,0.9,0,0.6,"normal-recon","joint-score",0.00119999999999998,0.000489603921552922,6,5000
234,2000,2000,0.4,0.9,0,0.6,"reported-cov","joint-score",0.000199999999999978,0.000346398614315935,3,5000
235,2000,2000,0.4,0.9,0.5,0.3,"target-fixed","joint-score",0,0.000489897948556636,6,5000
235,2000,2000,0.4,0.9,0.5,0.3,"normal-recon","joint-score",0.00700000000000001,0.00117906742809731,35,5000
235,2000,2000,0.4,0.9,0.5,0.3,"reported-cov","joint-score",0.00660000000000005,0.00114511484140238,33,5000
236,2000,2000,0.4,0.9,0.5,0.6,"target-fixed","joint-score",-0.000599999999999934,0.000447133089806603,5,5000
236,2000,2000,0.4,0.9,0.5,0.6,"normal-recon","joint-score",0.00460000000000005,0.000956957679315026,23,5000
236,2000,2000,0.4,0.9,0.5,0.6,"reported-cov","joint-score",0.004,0.000892636544176856,20,5000
237,2000,2000,0.4,0.9,1,0.3,"target-fixed","joint-score",0.00340000000000007,0.0008232180756033,17,5000
237,2000,2000,0.4,0.9,1,0.3,"normal-recon","joint-score",0.00780000000000003,0.00124411896537268,39,5000
237,2000,2000,0.4,0.9,1,0.3,"reported-cov","joint-score",0.00760000000000005,0.00122818891055082,38,5000
238,2000,2000,0.4,0.9,1,0.6,"target-fixed","joint-score",0.004,0.000892636544176856,20,5000
238,2000,2000,0.4,0.9,1,0.6,"normal-recon","joint-score",0.00919999999999999,0.00135021183523179,46,5000
238,2000,2000,0.4,0.9,1,0.6,"reported-cov","joint-score",0.00839999999999996,0.00129069283720024,42,5000
239,2000,2000,0.8,0,0,0.3,"target-fixed","joint-score",-0.000199999999999978,0.0001999799989999,1,5000
239,2000,2000,0.8,0,0,0.3,"normal-recon","joint-score",0,0,0,5000
239,2000,2000,0.8,0,0,0.3,"reported-cov","joint-score",0,0,0,5000
240,2000,2000,0.8,0,0,0.6,"target-fixed","joint-score",-0.00139999999999996,0.000528779727296726,7,5000
240,2000,2000,0.8,0,0,0.6,"normal-recon","joint-score",0,0,0,5000
240,2000,2000,0.8,0,0,0.6,"reported-cov","joint-score",0,0,0,5000
241,2000,2000,0.8,0.45,0,0.3,"target-fixed","joint-score",-0.00220000000000009,0.000662594898863551,11,5000
241,2000,2000,0.8,0.45,0,0.3,"normal-recon","joint-score",-0.000400000000000067,0.000282786138274138,2,5000
241,2000,2000,0.8,0.45,0,0.3,"reported-cov","joint-score",-0.000600000000000045,0.000346306222872186,3,5000
242,2000,2000,0.8,0.45,0,0.6,"target-fixed","joint-score",-0.00180000000000002,0.000599459756781054,9,5000
242,2000,2000,0.8,0.45,0,0.6,"normal-recon","joint-score",0.000399999999999956,0.000282786138274138,2,5000
242,2000,2000,0.8,0.45,0,0.6,"reported-cov","joint-score",0.000399999999999956,0.000282786138274138,2,5000
243,2000,2000,0.8,0.45,0.5,0.3,"target-fixed","joint-score",-0.002,0.000631822759957253,10,5000
243,2000,2000,0.8,0.45,0.5,0.3,"normal-recon","joint-score",0.000399999999999956,0.000282786138274138,2,5000
243,2000,2000,0.8,0.45,0.5,0.3,"reported-cov","joint-score",0.000399999999999956,0.000282786138274138,2,5000
244,2000,2000,0.8,0.45,0.5,0.6,"target-fixed","joint-score",-0.00119999999999998,0.000565430809206573,8,5000
244,2000,2000,0.8,0.45,0.5,0.6,"normal-recon","joint-score",0.00119999999999998,0.000489603921552922,6,5000
244,2000,2000,0.8,0.45,0.5,0.6,"reported-cov","joint-score",0.00119999999999998,0.000489603921552922,6,5000
245,2000,2000,0.8,0.45,1,0.3,"target-fixed","joint-score",-0.000800000000000023,0.000399839967987194,4,5000
245,2000,2000,0.8,0.45,1,0.3,"normal-recon","joint-score",0.00180000000000002,0.000599459756781054,9,5000
245,2000,2000,0.8,0.45,1,0.3,"reported-cov","joint-score",0.002,0.000631822759957253,10,5000
246,2000,2000,0.8,0.45,1,0.6,"target-fixed","joint-score",-0.000600000000000045,0.000346306222872186,3,5000
246,2000,2000,0.8,0.45,1,0.6,"normal-recon","joint-score",0.002,0.000692242731995071,12,5000
246,2000,2000,0.8,0.45,1,0.6,"reported-cov","joint-score",0.00180000000000002,0.000662836329722504,11,5000
247,2000,2000,0.8,0.9,0,0.3,"target-fixed","joint-score",-0.004,0.000892636544176856,20,5000
247,2000,2000,0.8,0.9,0,0.3,"normal-recon","joint-score",0,4e-04,4,5000
247,2000,2000,0.8,0.9,0,0.3,"reported-cov","joint-score",0.000199999999999978,0.000447204651138603,5,5000
248,2000,2000,0.8,0.9,0,0.6,"target-fixed","joint-score",-0.004,0.000892636544176856,20,5000
248,2000,2000,0.8,0.9,0,0.6,"normal-recon","joint-score",0,0.000282842712474619,2,5000
248,2000,2000,0.8,0.9,0,0.6,"reported-cov","joint-score",0,0.000282842712474619,2,5000
249,2000,2000,0.8,0.9,0.5,0.3,"target-fixed","joint-score",-0.00180000000000002,0.000599459756781054,9,5000
249,2000,2000,0.8,0.9,0.5,0.3,"normal-recon","joint-score",0.00280000000000002,0.000747283078893133,14,5000
249,2000,2000,0.8,0.9,0.5,0.3,"reported-cov","joint-score",0.00280000000000002,0.000747283078893133,14,5000
250,2000,2000,0.8,0.9,0.5,0.6,"target-fixed","joint-score",-0.002,0.000631822759957253,10,5000
250,2000,2000,0.8,0.9,0.5,0.6,"normal-recon","joint-score",0.00260000000000005,0.000720172201629583,13,5000
250,2000,2000,0.8,0.9,0.5,0.6,"reported-cov","joint-score",0.00219999999999998,0.000662594898863551,11,5000
251,2000,2000,0.8,0.9,1,0.3,"target-fixed","joint-score",0.000599999999999934,0.000447133089806603,5,5000
251,2000,2000,0.8,0.9,1,0.3,"normal-recon","joint-score",0.00519999999999998,0.00101714895664303,26,5000
251,2000,2000,0.8,0.9,1,0.3,"reported-cov","joint-score",0.00519999999999998,0.00101714895664303,26,5000
252,2000,2000,0.8,0.9,1,0.6,"target-fixed","joint-score",0.001000200040008,0.000447079303880627,5,4999
252,2000,2000,0.8,0.9,1,0.6,"normal-recon","joint-score",0.00480096019203835,0.000977636614148856,24,4999
252,2000,2000,0.8,0.9,1,0.6,"reported-cov","joint-score",0.00440088017603524,0.000936203920894683,22,4999
