"a","b","c","bias","pop","bridge","scale"
-0.4,0.4,-1,-0.00137139543591835,0.0253684480178991,-0.0267398434538174,0.5
-0.3,0.4,-1,-0.00440584177234421,0.0190139149670487,-0.023419756739393,0.5
-0.2,0.4,-1,-0.00743605530096617,0.0126678537064443,-0.0201039090074104,0.5
-0.1,0.4,-1,-0.0104621455552562,0.00632997796531071,-0.0167921235205669,0.5
0,0.4,-1,-0.0134842226354745,0,-0.0134842226354745,0.5
0.1,0.4,-1,-0.0165023971933188,-0.00632236935259792,-0.0101800278407209,0.5
0.2,0.4,-1,-0.0195167804165234,-0.0126374206215437,-0.00687935979497972,0.5
0.3,0.4,-1,-0.0225274840134033,-0.0189454456481798,-0.00358203836522353,0.5
0.4,0.4,-1,-0.0255346201973277,-0.0252467375323774,-0.000287882664950279,0.5
0.5,0.4,-1,-0.0285383016711646,-0.0315415905786613,0.00300328890749674,0.5
0.6,0.4,-1,-0.0315386416116558,-0.0378303002422392,0.0062916586305834,0.5
0.7,0.4,-1,-0.0345357536537589,-0.044113163074925,0.00957740942116614,0.5
0.8,0.4,-1,-0.0375297518749353,-0.0503904766710015,0.0128607247960663,0.5
0.9,0.4,-1,-0.0405207507793766,-0.056662539612951,0.0161417888335744,0.5
1,0.4,-1,-0.0435088652822257,-0.062929651417174,0.0194207861349483,0.5
-1,0.5,-1,0.00874815365633785,0.0636893861097366,-0.0549412324533988,0.5
-0.9,0.5,-1,0.00568975409458028,0.0572780998037031,-0.0515883457091229,0.5
-0.8,0.5,-1,0.00263614139824742,0.0508769690103366,-0.0482408276120891,0.5
-0.7,0.5,-1,-0.00041279074333217,0.0444857174091755,-0.0448985081525076,0.5
-0.6,0.5,-1,-0.00345714928582291,0.0381040668896669,-0.0415612161754898,0.5
-0.5,0.5,-1,-0.00649704181484673,0.0317317376036421,-0.0382287794184888,0.5
-0.4,0.5,-1,-0.00953257653093614,0.0253684480178991,-0.0349010245488352,0.5
-0.3,0.5,-1,-0.0125638622343303,0.0190139149670487,-0.031577777201379,0.5
-0.2,0.5,-1,-0.0155910083098028,0.0126678537064443,-0.0282588620162471,0.5
-0.1,0.5,-1,-0.0186141247113554,0.00632997796531071,-0.0249441026766661,0.5
