"cell","design","var_T","ratio","shift","em","method","d","c","n","rmse","bias","wrong","loss","loss_se"
47,"anchored",4,1,0.6,"none","unadjusted",0.1,1,1000,0.190033875803421,0.013438469428619,0.331,0.331,0.0148882725882039
47,"anchored",4,1,0.6,"none","unadjusted",0.1,2,1000,0.190033875803421,0.013438469428619,0.5,0.5,0.0158192999292083
47,"anchored",4,1,0.6,"none","unadjusted",0.1,5,1000,0.190033875803421,0.013438469428619,0.692,0.692,0.0146064831273428
47,"anchored",4,1,0.6,"none","unadjusted",0.3,1,1000,0.190033875803421,0.013438469428619,0.065,0.065,0.00779973306183202
47,"anchored",4,1,0.6,"none","unadjusted",0.3,2,1000,0.190033875803421,0.013438469428619,0.146,0.146,0.0111717862854965
47,"anchored",4,1,0.6,"none","unadjusted",0.3,5,1000,0.190033875803421,0.013438469428619,0.3,0.3,0.0144986278733614
48,"unanchored",4,1,0.6,"none","gcomp",-0.3,1,1000,0.121010208383754,-0.00666732550987377,0.006,0.00600000000000001,0.00244335219932984
48,"unanchored",4,1,0.6,"none","gcomp",-0.3,2,1000,0.121010208383754,-0.00666732550987377,0.003,0.00600000000000008,0.00346063230869387
48,"unanchored",4,1,0.6,"none","gcomp",-0.3,5,1000,0.121010208383754,-0.00666732550987377,0.001,0.00500000000000006,0.00500000000000001
48,"unanchored",4,1,0.6,"none","gcomp",-0.1,1,1000,0.121010208383754,-0.00666732550987377,0.218,0.218,0.0130631790405953
48,"unanchored",4,1,0.6,"none","gcomp",-0.1,2,1000,0.121010208383754,-0.00666732550987377,0.116,0.232,0.020262936277514
48,"unanchored",4,1,0.6,"none","gcomp",-0.1,5,1000,0.121010208383754,-0.00666732550987377,0.037,0.185,0.0298607881119481
48,"unanchored",4,1,0.6,"none","gcomp",0.1,1,1000,0.121010208383754,-0.00666732550987377,0.187,0.187,0.0123362548280741
48,"unanchored",4,1,0.6,"none","gcomp",0.1,2,1000,0.121010208383754,-0.00666732550987377,0.322,0.322,0.0147829136009967
48,"unanchored",4,1,0.6,"none","gcomp",0.1,5,1000,0.121010208383754,-0.00666732550987377,0.571,0.571,0.0156589975478703
48,"unanchored",4,1,0.6,"none","gcomp",0.3,1,1000,0.121010208383754,-0.00666732550987377,0.006,0.00600000000000001,0.00244335219932983
48,"unanchored",4,1,0.6,"none","gcomp",0.3,2,1000,0.121010208383754,-0.00666732550987377,0.018,0.0180000000000001,0.00420638724961147
48,"unanchored",4,1,0.6,"none","gcomp",0.3,5,1000,0.121010208383754,-0.00666732550987377,0.082,0.082,0.00868051561552373
48,"unanchored",4,1,0.6,"none","maic_index",-0.3,1,1000,0.131183734007091,-0.023651451237304,0.02,0.02,0.00442940398017834
48,"unanchored",4,1,0.6,"none","maic_index",-0.3,2,1000,0.131183734007091,-0.023651451237304,0.002,0.004,0.00282701114111561
48,"unanchored",4,1,0.6,"none","maic_index",-0.3,5,1000,0.131183734007091,-0.023651451237304,0,0,0
48,"unanchored",4,1,0.6,"none","maic_index",-0.1,1,1000,0.131183734007091,-0.023651451237304,0.275,0.275,0.0141270865564905
48,"unanchored",4,1,0.6,"none","maic_index",-0.1,2,1000,0.131183734007091,-0.023651451237304,0.128,0.256,0.0211402675222173
48,"unanchored",4,1,0.6,"none","maic_index",-0.1,5,1000,0.131183734007091,-0.023651451237304,0.033,0.165000000000001,0.0282590441022618
48,"unanchored",4,1,0.6,"none","maic_index",0.1,1,1000,0.131183734007091,-0.023651451237304,0.164,0.164,0.0117150006931813
48,"unanchored",4,1,0.6,"none","maic_index",0.1,2,1000,0.131183734007091,-0.023651451237304,0.352,0.352,0.0151104045056487
48,"unanchored",4,1,0.6,"none","maic_index",0.1,5,1000,0.131183734007091,-0.023651451237304,0.638,0.638,0.0152048409129195
48,"unanchored",4,1,0.6,"none","maic_index",0.3,1,1000,0.131183734007091,-0.023651451237304,0.004,0.004,0.00199699473909873
48,"unanchored",4,1,0.6,"none","maic_index",0.3,2,1000,0.131183734007091,-0.023651451237304,0.028,0.0280000000000001,0.00521950603441006
48,"unanchored",4,1,0.6,"none","maic_index",0.3,5,1000,0.131183734007091,-0.023651451237304,0.108,0.108,0.0098200016513457
48,"unanchored",4,1,0.6,"none","maic_means",-0.3,1,1000,0.130178143965243,-0.016228262828049,0.019,0.019,0.00431945108291062
48,"unanchored",4,1,0.6,"none","maic_means",-0.3,2,1000,0.130178143965243,-0.016228262828049,0.002,0.004,0.00282701114111561
48,"unanchored",4,1,0.6,"none","maic_means",-0.3,5,1000,0.130178143965243,-0.016228262828049,0,0,0
48,"unanchored",4,1,0.6,"none","maic_means",-0.1,1,1000,0.130178143965243,-0.016228262828049,0.261,0.261,0.0138950376779651
48,"unanchored",4,1,0.6,"none","maic_means",-0.1,2,1000,0.130178143965243,-0.016228262828049,0.114,0.228,0.0201102068716467
48,"unanchored",4,1,0.6,"none","maic_means",-0.1,5,1000,0.130178143965243,-0.016228262828049,0.034,0.17,0.0286691806984771
48,"unanchored",4,1,0.6,"none","maic_means",0.1,1,1000,0.130178143965243,-0.016228262828049,0.185,0.185,0.0122851913263867
48,"unanchored",4,1,0.6,"none","maic_means",0.1,2,1000,0.130178143965243,-0.016228262828049,0.368,0.368,0.0152580735615218
48,"unanchored",4,1,0.6,"none","maic_means",0.1,5,1000,0.130178143965243,-0.016228262828049,0.637,0.637,0.0152138904446713
48,"unanchored",4,1,0.6,"none","maic_means",0.3,1,1000,0.130178143965243,-0.016228262828049,0.003,0.00300000000000003,0.00173031615434694
48,"unanchored",4,1,0.6,"none","maic_means",0.3,2,1000,0.130178143965243,-0.016228262828049,0.03,0.03,0.00539714082909919
48,"unanchored",4,1,0.6,"none","maic_means",0.3,5,1000,0.130178143965243,-0.016228262828049,0.123,0.123,0.0103912934218499
48,"unanchored",4,1,0.6,"none","maic_meanvar",-0.3,1,1000,0.131186512824855,-0.0248236483366163,0.023,0.023,0.0047427305946568
48,"unanchored",4,1,0.6,"none","maic_meanvar",-0.3,2,1000,0.131186512824855,-0.0248236483366163,0.001,0.002,0.00200000000000002
48,"unanchored",4,1,0.6,"none","maic_meanvar",-0.3,5,1000,0.131186512824855,-0.0248236483366163,0,0,0
48,"unanchored",4,1,0.6,"none","maic_meanvar",-0.1,1,1000,0.131186512824855,-0.0248236483366163,0.283,0.283,0.0142518109064818
48,"unanchored",4,1,0.6,"none","maic_meanvar",-0.1,2,1000,0.131186512824855,-0.0248236483366163,0.13,0.26,0.0212803395849987
48,"unanchored",4,1,0.6,"none","maic_meanvar",-0.1,5,1000,0.131186512824855,-0.0248236483366163,0.036,0.18,0.0294697890808279
48,"unanchored",4,1,0.6,"none","maic_meanvar",0.1,1,1000,0.131186512824855,-0.0248236483366163,0.159,0.159,0.0115694793682713
48,"unanchored",4,1,0.6,"none","maic_meanvar",0.1,2,1000,0.131186512824855,-0.0248236483366163,0.347,0.347,0.0150604720317066
48,"unanchored",4,1,0.6,"none","maic_meanvar",0.1,5,1000,0.131186512824855,-0.0248236483366163,0.628,0.628,0.0152921499420406
48,"unanchored",4,1,0.6,"none","maic_meanvar",0.3,1,1000,0.131186512824855,-0.0248236483366163,0.003,0.00300000000000004,0.00173031615434694
48,"unanchored",4,1,0.6,"none","maic_meanvar",0.3,2,1000,0.131186512824855,-0.0248236483366163,0.026,0.0260000000000001,0.00503481373531822
48,"unanchored",4,1,0.6,"none","maic_meanvar",0.3,5,1000,0.131186512824855,-0.0248236483366163,0.104,0.104,0.00965801621852431
48,"unanchored",4,1,0.6,"none","unadjusted",-0.3,1,1000,1.28032612099887,1.27349822936551,0,0,0
48,"unanchored",4,1,0.6,"none","unadjusted",-0.3,2,1000,1.28032612099887,1.27349822936551,0,0,0
48,"unanchored",4,1,0.6,"none","unadjusted",-0.3,5,1000,1.28032612099887,1.27349822936551,0,0,0
48,"unanchored",4,1,0.6,"none","unadjusted",-0.1,1,1000,1.28032612099887,1.27349822936551,0,0,0
48,"unanchored",4,1,0.6,"none","unadjusted",-0.1,2,1000,1.28032612099887,1.27349822936551,0,0,0
48,"unanchored",4,1,0.6,"none","unadjusted",-0.1,5,1000,1.28032612099887,1.27349822936551,0,0,0
48,"unanchored",4,1,0.6,"none","unadjusted",0.1,1,1000,1.28032612099887,1.27349822936551,1,1,0
48,"unanchored",4,1,0.6,"none","unadjusted",0.1,2,1000,1.28032612099887,1.27349822936551,1,1,0
48,"unanchored",4,1,0.6,"none","unadjusted",0.1,5,1000,1.28032612099887,1.27349822936551,1,1,0
48,"unanchored",4,1,0.6,"none","unadjusted",0.3,1,1000,1.28032612099887,1.27349822936551,1,1,0
48,"unanchored",4,1,0.6,"none","unadjusted",0.3,2,1000,1.28032612099887,1.27349822936551,1,1,0
48,"unanchored",4,1,0.6,"none","unadjusted",0.3,5,1000,1.28032612099887,1.27349822936551,1,1,0
49,"anchored",0.25,2,0.6,"none","gcomp",-0.3,1,1000,0.203461252460566,0.00286611422328036,0.058,0.0580000000000001,0.00739531545579295
49,"anchored",0.25,2,0.6,"none","gcomp",-0.3,2,1000,0.203461252460566,0.00286611422328036,0.029,0.0580000000000001,0.010618321371514
49,"anchored",0.25,2,0.6,"none","gcomp",-0.3,5,1000,0.203461252460566,0.00286611422328036,0.008,0.04,0.0140925015025224
49,"anchored",0.25,2,0.6,"none","gcomp",-0.1,1,1000,0.203461252460566,0.00286611422328036,0.304,0.304,0.0145532056879504
49,"anchored",0.25,2,0.6,"none","gcomp",-0.1,2,1000,0.203461252460566,0.00286611422328036,0.173,0.346,0.0239344282751199
49,"anchored",0.25,2,0.6,"none","gcomp",-0.1,5,1000,0.203461252460566,0.00286611422328036,0.063,0.315,0.0384350393814321
49,"anchored",0.25,2,0.6,"none","gcomp",0.1,1,1000,0.203461252460566,0.00286611422328036,0.3,0.3,0.0144986278733614
49,"anchored",0.25,2,0.6,"none","gcomp",0.1,2,1000,0.203461252460566,0.00286611422328036,0.463,0.463,0.0157759272272624
49,"anchored",0.25,2,0.6,"none","gcomp",0.1,5,1000,0.203461252460566,0.00286611422328036,0.686,0.686,0.014683991951088
49,"anchored",0.25,2,0.6,"none","gcomp",0.3,1,1000,0.203461252460566,0.00286611422328036,0.076,0.076,0.00838416926679637
49,"anchored",0.25,2,0.6,"none","gcomp",0.3,2,1000,0.203461252460566,0.00286611422328036,0.141,0.141,0.0110109145959924
49,"anchored",0.25,2,0.6,"none","gcomp",0.3,5,1000,0.203461252460566,0.00286611422328036,0.294,0.294,0.0144142905400082
49,"anchored",0.25,2,0.6,"none","maic_index",-0.3,1,1000,0.227067307840055,-0.00120448511874426,0.089,0.0889999999999998,0.0090088933926515
49,"anchored",0.25,2,0.6,"none","maic_index",-0.3,2,1000,0.227067307840055,-0.00120448511874426,0.042,0.0840000000000003,0.0126927185860677
49,"anchored",0.25,2,0.6,"none","maic_index",-0.3,5,1000,0.227067307840055,-0.00120448511874426,0.012,0.06,0.0172248859704992
49,"anchored",0.25,2,0.6,"none","maic_index",-0.1,1,1000,0.227067307840055,-0.00120448511874426,0.325,0.325,0.0148187244590955
49,"anchored",0.25,2,0.6,"none","maic_index",-0.1,2,1000,0.227067307840055,-0.00120448511874426,0.193,0.386,0.0249725374687402
49,"anchored",0.25,2,0.6,"none","maic_index",-0.1,5,1000,0.227067307840055,-0.00120448511874426,0.077,0.385,0.0421729007012029
49,"anchored",0.25,2,0.6,"none","maic_index",0.1,1,1000,0.227067307840055,-0.00120448511874426,0.313,0.313,0.0146712728229779
49,"anchored",0.25,2,0.6,"none","maic_index",0.1,2,1000,0.227067307840055,-0.00120448511874426,0.48,0.48,0.0158066394230352
49,"anchored",0.25,2,0.6,"none","maic_index",0.1,5,1000,0.227067307840055,-0.00120448511874426,0.695,0.695,0.0145666463946644
49,"anchored",0.25,2,0.6,"none","maic_index",0.3,1,1000,0.227067307840055,-0.00120448511874426,0.1,0.1,0.00949157995752506
49,"anchored",0.25,2,0.6,"none","maic_index",0.3,2,1000,0.227067307840055,-0.00120448511874426,0.185,0.185,0.0122851913263867
49,"anchored",0.25,2,0.6,"none","maic_index",0.3,5,1000,0.227067307840055,-0.00120448511874426,0.341,0.341,0.0149981313484027
49,"anchored",0.25,2,0.6,"none","maic_means",-0.3,1,1000,0.236252201681145,-0.0306933529149548,0.121,0.121,0.0103182103809461
49,"anchored",0.25,2,0.6,"none","maic_means",-0.3,2,1000,0.236252201681145,-0.0306933529149548,0.062,0.124,0.0152596479925606
49,"anchored",0.25,2,0.6,"none","maic_means",-0.3,5,1000,0.236252201681145,-0.0306933529149548,0.02,0.0999999999999997,0.0221470199008915
49,"anchored",0.25,2,0.6,"none","maic_means",-0.1,1,1000,0.236252201681145,-0.0306933529149548,0.38,0.38,0.0153569474777976
49,"anchored",0.25,2,0.6,"none","maic_means",-0.1,2,1000,0.236252201681145,-0.0306933529149548,0.225,0.45,0.0264234403172295
49,"anchored",0.25,2,0.6,"none","maic_means",-0.1,5,1000,0.236252201681145,-0.0306933529149548,0.097,0.485,0.0468184468662398
49,"anchored",0.25,2,0.6,"none","maic_means",0.1,1,1000,0.236252201681145,-0.0306933529149548,0.276,0.276,0.0141429849757407
49,"anchored",0.25,2,0.6,"none","maic_means",0.1,2,1000,0.236252201681145,-0.0306933529149548,0.441,0.441,0.0157087798942427
49,"anchored",0.25,2,0.6,"none","maic_means",0.1,5,1000,0.236252201681145,-0.0306933529149548,0.664,0.664,0.014944140233795
49,"anchored",0.25,2,0.6,"none","maic_means",0.3,1,1000,0.236252201681145,-0.0306933529149548,0.084,0.084,0.00877616208949114
49,"anchored",0.25,2,0.6,"none","maic_means",0.3,2,1000,0.236252201681145,-0.0306933529149548,0.165,0.165,0.0117436328669161
49,"anchored",0.25,2,0.6,"none","maic_means",0.3,5,1000,0.236252201681145,-0.0306933529149548,0.313,0.313,0.0146712728229779
49,"anchored",0.25,2,0.6,"none","maic_meanvar",-0.3,1,1000,0.245901655475849,0.0057032942544079,0.103,0.103,0.0096168333396958
49,"anchored",0.25,2,0.6,"none","maic_meanvar",-0.3,2,1000,0.245901655475849,0.0057032942544079,0.045,0.0900000000000001,0.0131176244828123
49,"anchored",0.25,2,0.6,"none","maic_meanvar",-0.3,5,1000,0.245901655475849,0.0057032942544079,0.006,0.03,0.0122167609966493
49,"anchored",0.25,2,0.6,"none","maic_meanvar",-0.1,1,1000,0.245901655475849,0.0057032942544079,0.346,0.346,0.0150502661275645
49,"anchored",0.25,2,0.6,"none","maic_meanvar",-0.1,2,1000,0.245901655475849,0.0057032942544079,0.194,0.387999999999999,0.0250216322825287
49,"anchored",0.25,2,0.6,"none","maic_meanvar",-0.1,5,1000,0.245901655475849,0.0057032942544079,0.078,0.39,0.0424228676505928
49,"anchored",0.25,2,0.6,"none","maic_meanvar",0.1,1,1000,0.245901655475849,0.0057032942544079,0.34,0.34,0.0149874822643639
49,"anchored",0.25,2,0.6,"none","maic_meanvar",0.1,2,1000,0.245901655475849,0.0057032942544079,0.515,0.515,0.0158121796418149
49,"anchored",0.25,2,0.6,"none","maic_meanvar",0.1,5,1000,0.245901655475849,0.0057032942544079,0.707,0.706999999999999,0.0143999429984413
49,"anchored",0.25,2,0.6,"none","maic_meanvar",0.3,1,1000,0.245901655475849,0.0057032942544079,0.126,0.126,0.010499249222408
49,"anchored",0.25,2,0.6,"none","maic_meanvar",0.3,2,1000,0.245901655475849,0.0057032942544079,0.223,0.223,0.0131698308434257
49,"anchored",0.25,2,0.6,"none","maic_meanvar",0.3,5,1000,0.245901655475849,0.0057032942544079,0.396,0.396,0.0154733132658594
49,"anchored",0.25,2,0.6,"none","unadjusted",-0.3,1,1000,0.206120753926341,-0.0201806105355219,0.081,0.0810000000000001,0.00863212103214005
49,"anchored",0.25,2,0.6,"none","unadjusted",-0.3,2,1000,0.206120753926341,-0.0201806105355219,0.036,0.0720000000000003,0.0117879156323312
49,"anchored",0.25,2,0.6,"none","unadjusted",-0.3,5,1000,0.206120753926341,-0.0201806105355219,0.015,0.0750000000000004,0.019228747872515
49,"anchored",0.25,2,0.6,"none","unadjusted",-0.1,1,1000,0.206120753926341,-0.0201806105355219,0.346,0.346,0.0150502661275644
49,"anchored",0.25,2,0.6,"none","unadjusted",-0.1,2,1000,0.206120753926341,-0.0201806105355219,0.198,0.396,0.0252154678683507
49,"anchored",0.25,2,0.6,"none","unadjusted",-0.1,5,1000,0.206120753926341,-0.0201806105355219,0.084,0.419999999999999,0.0438808104474557
49,"anchored",0.25,2,0.6,"none","unadjusted",0.1,1,1000,0.206120753926341,-0.0201806105355219,0.269,0.269,0.0140298195225682
49,"anchored",0.25,2,0.6,"none","unadjusted",0.1,2,1000,0.206120753926341,-0.0201806105355219,0.414,0.414,0.0155835441041775
49,"anchored",0.25,2,0.6,"none","unadjusted",0.1,5,1000,0.206120753926341,-0.0201806105355219,0.638,0.638,0.0152048409129195
49,"anchored",0.25,2,0.6,"none","unadjusted",0.3,1,1000,0.206120753926341,-0.0201806105355219,0.065,0.065,0.00779973306183202
49,"anchored",0.25,2,0.6,"none","unadjusted",0.3,2,1000,0.206120753926341,-0.0201806105355219,0.118,0.118,0.0102068692643818
49,"anchored",0.25,2,0.6,"none","unadjusted",0.3,5,1000,0.206120753926341,-0.0201806105355219,0.261,0.261,0.0138950376779651
50,"unanchored",0.25,2,0.6,"none","gcomp",-0.3,1,1000,0.171181562682887,0.0108942782462025,0.03,0.03,0.00539714082909919
50,"unanchored",0.25,2,0.6,"none","gcomp",-0.3,2,1000,0.171181562682887,0.0108942782462025,0.012,0.024,0.00688995438819967
50,"unanchored",0.25,2,0.6,"none","gcomp",-0.3,5,1000,0.171181562682887,0.0108942782462025,0.004,0.0200000000000003,0.00998497369549358
50,"unanchored",0.25,2,0.6,"none","gcomp",-0.1,1,1000,0.171181562682887,0.0108942782462025,0.265,0.265,0.01396316475481
50,"unanchored",0.25,2,0.6,"none","gcomp",-0.1,2,1000,0.171181562682887,0.0108942782462025,0.144,0.288,0.0222159750978783
50,"unanchored",0.25,2,0.6,"none","gcomp",-0.1,5,1000,0.171181562682887,0.0108942782462025,0.051,0.255,0.0348021003128576
50,"unanchored",0.25,2,0.6,"none","gcomp",0.1,1,1000,0.171181562682887,0.0108942782462025,0.299,0.299,0.0144847785212205
50,"unanchored",0.25,2,0.6,"none","gcomp",0.1,2,1000,0.171181562682887,0.0108942782462025,0.444,0.444,0.0157197681634021
50,"unanchored",0.25,2,0.6,"none","gcomp",0.1,5,1000,0.171181562682887,0.0108942782462025,0.651,0.651,0.0150806639915631
50,"unanchored",0.25,2,0.6,"none","gcomp",0.3,1,1000,0.171181562682887,0.0108942782462025,0.05,0.0500000000000001,0.00689547297489789
50,"unanchored",0.25,2,0.6,"none","gcomp",0.3,2,1000,0.171181562682887,0.0108942782462025,0.094,0.094,0.00923305200078772
50,"unanchored",0.25,2,0.6,"none","gcomp",0.3,5,1000,0.171181562682887,0.0108942782462025,0.229,0.229,0.0132941993266136
50,"unanchored",0.25,2,0.6,"none","maic_index",-0.3,1,1000,0.176453998954898,0.012352550856095,0.03,0.03,0.00539714082909919
50,"unanchored",0.25,2,0.6,"none","maic_index",-0.3,2,1000,0.176453998954898,0.012352550856095,0.016,0.032,0.00793971278063883
50,"unanchored",0.25,2,0.6,"none","maic_index",-0.3,5,1000,0.176453998954898,0.012352550856095,0.004,0.0200000000000003,0.00998497369549358
50,"unanchored",0.25,2,0.6,"none","maic_index",-0.1,1,1000,0.176453998954898,0.012352550856095,0.272,0.272,0.0140788569924626
50,"unanchored",0.25,2,0.6,"none","maic_index",-0.1,2,1000,0.176453998954898,0.012352550856095,0.143,0.286,0.0221516296171341
50,"unanchored",0.25,2,0.6,"none","maic_index",-0.1,5,1000,0.176453998954898,0.012352550856095,0.055,0.275,0.0360648814731955
50,"unanchored",0.25,2,0.6,"none","maic_index",0.1,1,1000,0.176453998954898,0.012352550856095,0.308,0.308,0.0146064831273428
50,"unanchored",0.25,2,0.6,"none","maic_index",0.1,2,1000,0.176453998954898,0.012352550856095,0.454,0.454,0.0157522103887718
50,"unanchored",0.25,2,0.6,"none","maic_index",0.1,5,1000,0.176453998954898,0.012352550856095,0.654,0.654,0.0150502661275644
50,"unanchored",0.25,2,0.6,"none","maic_index",0.3,1,1000,0.176453998954898,0.012352550856095,0.055,0.055,0.00721297629463923
50,"unanchored",0.25,2,0.6,"none","maic_index",0.3,2,1000,0.176453998954898,0.012352550856095,0.105,0.105,0.00969892102602497
50,"unanchored",0.25,2,0.6,"none","maic_index",0.3,5,1000,0.176453998954898,0.012352550856095,0.24,0.24,0.0135123122589208
50,"unanchored",0.25,2,0.6,"none","maic_means",-0.3,1,1000,0.179666675711682,-0.039166400488451,0.054,0.054,0.00715088352129544
50,"unanchored",0.25,2,0.6,"none","maic_means",-0.3,2,1000,0.179666675711682,-0.039166400488451,0.024,0.048,0.00968451288345414
50,"unanchored",0.25,2,0.6,"none","maic_means",-0.3,5,1000,0.179666675711682,-0.039166400488451,0.006,0.03,0.0122167609966493
50,"unanchored",0.25,2,0.6,"none","maic_means",-0.1,1,1000,0.179666675711682,-0.039166400488451,0.377,0.377,0.0153331701257799
50,"unanchored",0.25,2,0.6,"none","maic_means",-0.1,2,1000,0.179666675711682,-0.039166400488451,0.218,0.436,0.0261263580811906
50,"unanchored",0.25,2,0.6,"none","maic_means",-0.1,5,1000,0.179666675711682,-0.039166400488451,0.089,0.445,0.0450444669632573
50,"unanchored",0.25,2,0.6,"none","maic_means",0.1,1,1000,0.179666675711682,-0.039166400488451,0.214,0.214,0.0129758380219688
50,"unanchored",0.25,2,0.6,"none","maic_means",0.1,2,1000,0.179666675711682,-0.039166400488451,0.343,0.343,0.015019206922357
50,"unanchored",0.25,2,0.6,"none","maic_means",0.1,5,1000,0.179666675711682,-0.039166400488451,0.571,0.571,0.0156589975478703
50,"unanchored",0.25,2,0.6,"none","maic_means",0.3,1,1000,0.179666675711682,-0.039166400488451,0.031,0.031,0.0054835270646792
50,"unanchored",0.25,2,0.6,"none","maic_means",0.3,2,1000,0.179666675711682,-0.039166400488451,0.071,0.0710000000000001,0.00812557844248792
50,"unanchored",0.25,2,0.6,"none","maic_means",0.3,5,1000,0.179666675711682,-0.039166400488451,0.176,0.176,0.0120486168985975
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",-0.3,1,1000,0.192681619562438,0.0127894851736299,0.045,0.045,0.0065588122414061
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",-0.3,2,1000,0.192681619562438,0.0127894851736299,0.019,0.0380000000000001,0.00863890216582121
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",-0.3,5,1000,0.192681619562438,0.0127894851736299,0.005,0.0249999999999998,0.0111579343742244
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",-0.1,1,1000,0.192681619562438,0.0127894851736299,0.29,0.29,0.0143563959999057
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",-0.1,2,1000,0.192681619562438,0.0127894851736299,0.152,0.304,0.0227178366069506
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",-0.1,5,1000,0.192681619562438,0.0127894851736299,0.058,0.29,0.0369765772789652
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",0.1,1,1000,0.192681619562438,0.0127894851736299,0.323,0.323,0.0147949278433486
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",0.1,2,1000,0.192681619562438,0.0127894851736299,0.487,0.487,0.0158139521018966
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",0.1,5,1000,0.192681619562438,0.0127894851736299,0.677,0.677,0.0147949278433486
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",0.3,1,1000,0.192681619562438,0.0127894851736299,0.067,0.0669999999999999,0.00791034598317755
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",0.3,2,1000,0.192681619562438,0.0127894851736299,0.132,0.132,0.010709373963528
50,"unanchored",0.25,2,0.6,"none","maic_meanvar",0.3,5,1000,0.192681619562438,0.0127894851736299,0.29,0.29,0.0143563959999057
50,"unanchored",0.25,2,0.6,"none","unadjusted",-0.3,1,1000,0.461933149667912,0.434436129607356,0,0,0
50,"unanchored",0.25,2,0.6,"none","unadjusted",-0.3,2,1000,0.461933149667912,0.434436129607356,0,0,0
50,"unanchored",0.25,2,0.6,"none","unadjusted",-0.3,5,1000,0.461933149667912,0.434436129607356,0,0,0
50,"unanchored",0.25,2,0.6,"none","unadjusted",-0.1,1,1000,0.461933149667912,0.434436129607356,0.001,0.000999999999999999,0.00100000000000001
50,"unanchored",0.25,2,0.6,"none","unadjusted",-0.1,2,1000,0.461933149667912,0.434436129607356,0,0,0
50,"unanchored",0.25,2,0.6,"none","unadjusted",-0.1,5,1000,0.461933149667912,0.434436129607356,0,0,0
50,"unanchored",0.25,2,0.6,"none","unadjusted",0.1,1,1000,0.461933149667912,0.434436129607356,0.987,0.987,0.00358383088940363
50,"unanchored",0.25,2,0.6,"none","unadjusted",0.1,2,1000,0.461933149667912,0.434436129607356,0.993,0.993,0.00263779414624377
50,"unanchored",0.25,2,0.6,"none","unadjusted",0.1,5,1000,0.461933149667912,0.434436129607356,0.998,0.998,0.00141350557055779
50,"unanchored",0.25,2,0.6,"none","unadjusted",0.3,1,1000,0.461933149667912,0.434436129607356,0.799,0.799,0.0126791072146173
50,"unanchored",0.25,2,0.6,"none","unadjusted",0.3,2,1000,0.461933149667912,0.434436129607356,0.901,0.901,0.00944924802766276
50,"unanchored",0.25,2,0.6,"none","unadjusted",0.3,5,1000,0.461933149667912,0.434436129607356,0.968,0.968,0.00556839357508133
51,"anchored",1,2,0.6,"none","gcomp",-0.3,1,1000,0.190702214827488,0.00349674914191117,0.05,0.05,0.0068954729748979
51,"anchored",1,2,0.6,"none","gcomp",-0.3,2,1000,0.190702214827488,0.00349674914191117,0.02,0.04,0.00885880796035671
51,"anchored",1,2,0.6,"none","gcomp",-0.3,5,1000,0.190702214827488,0.00349674914191117,0.002,0.0100000000000002,0.00706752785278934
51,"anchored",1,2,0.6,"none","gcomp",-0.1,1,1000,0.190702214827488,0.00349674914191117,0.305,0.305,0.0145666463946644
51,"anchored",1,2,0.6,"none","gcomp",-0.1,2,1000,0.190702214827488,0.00349674914191117,0.169,0.338,0.0237132519557802
51,"anchored",1,2,0.6,"none","gcomp",-0.1,5,1000,0.190702214827488,0.00349674914191117,0.061,0.305,0.037860380457787
51,"anchored",1,2,0.6,"none","gcomp",0.1,1,1000,0.190702214827488,0.00349674914191117,0.29,0.29,0.0143563959999057
51,"anchored",1,2,0.6,"none","gcomp",0.1,2,1000,0.190702214827488,0.00349674914191117,0.456,0.456,0.0157579285539792
51,"anchored",1,2,0.6,"none","gcomp",0.1,5,1000,0.190702214827488,0.00349674914191117,0.667,0.667,0.0149108461642299
51,"anchored",1,2,0.6,"none","gcomp",0.3,1,1000,0.190702214827488,0.00349674914191117,0.066,0.066,0.00785529793869758
51,"anchored",1,2,0.6,"none","gcomp",0.3,2,1000,0.190702214827488,0.00349674914191117,0.127,0.127,0.0105347986208558
51,"anchored",1,2,0.6,"none","gcomp",0.3,5,1000,0.190702214827488,0.00349674914191117,0.264,0.264,0.0139462718494405
51,"anchored",1,2,0.6,"none","maic_index",-0.3,1,1000,0.215476702292049,0.00553692854148851,0.075,0.075,0.00833333333333335
51,"anchored",1,2,0.6,"none","maic_index",-0.3,2,1000,0.215476702292049,0.00553692854148851,0.03,0.0600000000000001,0.0107942816581984
51,"anchored",1,2,0.6,"none","maic_index",-0.3,5,1000,0.215476702292049,0.00553692854148851,0.008,0.04,0.0140925015025224
51,"anchored",1,2,0.6,"none","maic_index",-0.1,1,1000,0.215476702292049,0.00553692854148851,0.321,0.321,0.0147708218179346
51,"anchored",1,2,0.6,"none","maic_index",-0.1,2,1000,0.215476702292049,0.00553692854148851,0.177,0.354,0.0241509268407501
