"cell","em","align","shift","nA_ratio","method","contrast","bias","mcse","coverage","cov_mcse","width","emp_sd"
19,0.3,"opposite",0.8,1,"drop","AB",-0.00379395114596418,0.0051350555823539,0.944,0.00727076337120113,0.617735861960475,0.162384715518007
19,0.3,"opposite",0.8,1,"split","AB",-0.00597197912312734,0.00390555408507903,0.909,0.00909499862561837,0.428321257759577,0.123504464338248
19,0.3,"opposite",0.8,1,"drop","AC",-0.0021816747541542,0.00349966458788324,0.939,0.00756828910652864,0.419063611272322,0.110669111443456
19,0.3,"opposite",0.8,1,"fixed","AB",-0.00836495687968321,0.00383939210850079,0.93,0.00806845710157772,0.451495004913658,0.121412238933388
19,0.3,"opposite",0.8,1,"fixed_trial","BC",0.0150616980334084,0.00521639673713127,0.931,0.00801492358042171,0.645757908848314,0.164956948684054
19,0.3,"opposite",0.8,1,"stacked","BC",0.00592066043085027,0.00303808455598768,0.932,0.00796090447122687,0.35716704684583,0.0960726692110241
19,0.3,"opposite",0.8,1,"drop","BC",0.00161227639180995,0.003692046073847,0.943,0.00733150734842434,0.45359705213553,0.116752748196387
19,0.3,"opposite",0.8,1,"stacked_trial","AC",0.00407771587978486,0.00468866067612264,0.932,0.00796090447122687,0.570924752029416,0.148268469122126
19,0.3,"opposite",0.8,1,"stacked_trial","AB",-0.0109839821536236,0.00559569535935559,0.945,0.00720936890441875,0.665808969545303,0.17695142427998
19,0.3,"opposite",0.8,1,"fixed","BC",0.00827728896760208,0.00302978524275119,0.935,0.0077958322198467,0.361178146943691,0.0958102218825992
19,0.3,"opposite",0.8,1,"stacked","AB",-0.00676012549539647,0.00384861520673504,0.927,0.00822623850857729,0.448505749420761,0.121703898908425
19,0.3,"opposite",0.8,1,"split_trial","BC",0.0150616980334084,0.00521639673713127,0.99,0.00314642654451046,0.878779033797908,0.164956948684054
19,0.3,"opposite",0.8,1,"stacked","AC",-0.000839465064546149,0.00280715099589207,0.926,0.00827792244467173,0.329698862075411,0.088769908830289
19,0.3,"opposite",0.8,1,"split","BC",0.00453822016566169,0.00309235855168325,0.944,0.00727076337120113,0.386224740706987,0.0977889636521857
19,0.3,"opposite",0.8,1,"split","AC",-0.00143375895746561,0.00284263188098538,0.906,0.00922843432007835,0.310019540837616,0.0898919129332249
19,0.3,"opposite",0.8,1,"fixed_trial","AC",0.00407771587978486,0.00468866067612264,0.936,0.0077397674383666,0.583197508980064,0.148268469122126
19,0.3,"opposite",0.8,1,"fixed","AC",-8.76679120810785e-05,0.00279914056276534,0.927,0.00822623850857729,0.331368238971626,0.0885165966930399
19,0.3,"opposite",0.8,1,"split_trial","AC",0.00407771587978486,0.00468866067612264,0.932,0.00796090447122687,0.570924752029416,0.148268469122126
19,0.3,"opposite",0.8,1,"stacked_trial","BC",0.0150616980334084,0.00521639673713127,0.919,0.00862780389206894,0.620315129067709,0.164956948684054
20,0.6,"opposite",0.8,1,"drop","AB",0.00221892868207248,0.00514061841147505,0.959,0.00627048642451286,0.648041251104151,0.162560627620578
20,0.6,"opposite",0.8,1,"fixed_trial","AC",0.00632225891687989,0.00445054121083691,0.959,0.00627048642451286,0.57192776569635,0.140738470466883
20,0.6,"opposite",0.8,1,"stacked","AC",0.0026988954109618,0.00273930129488295,0.929,0.00812151463706124,0.326881712551928,0.0866243128927867
20,0.6,"opposite",0.8,1,"split_trial","AC",0.00632225891687989,0.00445054121083691,0.951,0.00682634602111555,0.547658735690991,0.140738470466883
20,0.6,"opposite",0.8,1,"split","AC",0.00286311248418045,0.00280441750127109,0.911,0.00900438781928011,0.308897397790078,0.0886834681405479
20,0.6,"opposite",0.8,1,"split","AB",0.000824277408493135,0.00393182157895045,0.939,0.00756828910652864,0.457114300856138,0.12433511542883
20,0.6,"opposite",0.8,1,"fixed","AC",0.00406035399968463,0.00273906861859154,0.935,0.0077958322198467,0.32986423911356,0.086616955022403
20,0.6,"opposite",0.8,1,"fixed_trial","AB",0.00183531297367951,0.00598081319604824,0.958,0.00634318531969546,0.753569197288674,0.189129919595036
20,0.6,"opposite",0.8,1,"fixed","BC",0.00681838533799546,0.00311776890708745,0.959,0.00627048642451286,0.398597284150504,0.0985925096445023
20,0.6,"opposite",0.8,1,"stacked","AB",0.000906201855434383,0.00381761364920484,0.95,0.00689202437604511,0.478132782542115,0.120723543580343
20,0.6,"opposite",0.8,1,"drop","BC",-0.000207622090070925,0.00405996218503805,0.944,0.00727076337120113,0.49578757124478,0.128387277188742
20,0.6,"opposite",0.8,1,"drop","AC",0.00201130659200162,0.00341740682632634,0.947,0.00708456067798138,0.416982602186393,0.108067892625987
20,0.6,"opposite",0.8,1,"stacked_trial","AB",0.00183531297367951,0.00598081319604824,0.947,0.00708456067798138,0.723297984279652,0.189129919595036
20,0.6,"opposite",0.8,1,"fixed","AB",-0.00275803133831087,0.00381168770132809,0.953,0.00669260786241059,0.483208952986708,0.120536148654484
20,0.6,"opposite",0.8,1,"split_trial","AB",0.00183531297367951,0.00598081319604824,0.947,0.00708456067798138,0.723297984279652,0.189129919595036
20,0.6,"opposite",0.8,1,"stacked","BC",0.00179269355552736,0.00310525387079715,0.953,0.00669260786241059,0.385710265604805,0.098196749447732
20,0.6,"opposite",0.8,1,"stacked_trial","AC",0.00632225891687989,0.00445054121083691,0.951,0.00682634602111555,0.547658735690991,0.140738470466883
20,0.6,"opposite",0.8,1,"split","BC",0.00203883507568725,0.00324322534107679,0.961,0.00612200947402077,0.419039969060549,0.102559790429791
20,0.6,"opposite",0.8,1,"stacked_trial","BC",0.00448694594320031,0.00553819691895784,0.932,0.00796090447122687,0.642377221532067,0.175133163944337
20,0.6,"opposite",0.8,1,"split_trial","BC",0.00448694594320031,0.00553819691895784,0.989,0.00329833291224522,0.909125733434172,0.175133163944337
20,0.6,"opposite",0.8,1,"fixed_trial","BC",0.00448694594320031,0.00553819691895784,0.953,0.00669260786241059,0.722822852591379,0.175133163944337
21,0,"same",0.3,2,"split_trial","AB",-0.00157262892481886,0.00337631060310088,0.939,0.00756828910652864,0.398506373625258,0.106768315939755
21,0,"same",0.3,2,"fixed_trial","AB",-0.00157262892481886,0.00337631060310088,0.94,0.00750999334220744,0.399087076955441,0.106768315939755
21,0,"same",0.3,2,"drop","AB",-0.00618238556584483,0.00505702227818166,0.947,0.00708456067798138,0.620091145778897,0.159917085772677
21,0,"same",0.3,2,"split","AB",-0.00240918701690215,0.0028342196728227,0.922,0.00848033018225116,0.317952654630323,0.0896258955537695
21,0,"same",0.3,2,"drop","AC",-0.00195310156416302,0.00338713491271582,0.965,0.00581162627841812,0.43793445624975,0.107110610664576
21,0,"same",0.3,2,"fixed","AB",-0.00312608796138399,0.00278885961472013,0.939,0.00756828910652864,0.333033020961175,0.0881914845697526
21,0,"same",0.3,2,"fixed_trial","BC",0.00770226343663782,0.00385441018374604,0.947,0.00708456067798138,0.461834847403932,0.121887152171856
21,0,"same",0.3,2,"stacked","BC",0.00470684889866164,0.00246320865570719,0.949,0.00695693898205238,0.304523018192302,0.0778934970427622
21,0,"same",0.3,2,"drop","BC",0.00422928400168181,0.00363997084334582,0.944,0.00727076337120113,0.438723742570152,0.115105984815767
21,0,"same",0.3,2,"stacked_trial","AC",0.00612963451181897,0.0032972522682332,0.95,0.00689202437604511,0.40019678425573,0.104268271877734
21,0,"same",0.3,2,"stacked_trial","AB",-0.00157262892481886,0.00337631060310088,0.939,0.00756828910652864,0.398506373625258,0.106768315939755
21,0,"same",0.3,2,"fixed","BC",0.00468689874570334,0.00246271462276756,0.95,0.00689202437604511,0.304742330856353,0.0778778743494784
21,0,"same",0.3,2,"stacked","AB",-0.00313517358532499,0.00278961965938606,0.939,0.00756828910652864,0.332693138969283,0.0882155192924305
21,0,"same",0.3,2,"split_trial","BC",0.00770226343663782,0.00385441018374604,0.978,0.00463853425124791,0.565051399932972,0.121887152171856
21,0,"same",0.3,2,"stacked","AC",0.00157167531333665,0.00223968738865832,0.949,0.00695693898205238,0.279149120845571,0.0708251339491504
21,0,"same",0.3,2,"split","BC",0.00425251243180864,0.00250375776225651,0.96,0.00619677335393187,0.328314787255529,0.0791757723805693
21,0,"same",0.3,2,"split","AC",0.0018433254149065,0.00226889228187167,0.939,0.00756828910652864,0.264025323848175,0.0717486737629125
21,0,"same",0.3,2,"fixed_trial","AC",0.00612963451181897,0.0032972522682332,0.95,0.00689202437604511,0.400841905396984,0.104268271877734
21,0,"same",0.3,2,"fixed","AC",0.00156081078431936,0.0022383532043427,0.95,0.00689202437604511,0.279376961419574,0.0707829433365922
21,0,"same",0.3,2,"split_trial","AC",0.00612963451181897,0.0032972522682332,0.95,0.00689202437604511,0.40019678425573,0.104268271877734
21,0,"same",0.3,2,"stacked_trial","BC",0.00770226343663782,0.00385441018374604,0.946,0.00714730718522718,0.46108681788504,0.121887152171856
22,0.3,"same",0.3,2,"drop","AB",0.00722831348757215,0.00548613098250404,0.951,0.00682634602111555,0.688621473281845,0.173486694467301
22,0.3,"same",0.3,2,"fixed_trial","AC",0.00150308545252054,0.00373891437694955,0.936,0.0077397674383666,0.441483433940002,0.118234854075099
22,0.3,"same",0.3,2,"stacked","AC",-0.00154243105543923,0.00244634554997722,0.947,0.00708456067798138,0.301716175366636,0.0773602388174529
22,0.3,"same",0.3,2,"split_trial","AC",0.00150308545252054,0.00373891437694955,0.935,0.0077958322198467,0.43844724309039,0.118234854075099
22,0.3,"same",0.3,2,"split","AC",-0.00180771591881952,0.00246050503644875,0.94,0.00750999334220744,0.288783767460951,0.0778080010949368
22,0.3,"same",0.3,2,"split","AB",0.00264816819802495,0.00300922123154985,0.934,0.00785136930732467,0.35220374942724,0.0951599307503447
22,0.3,"same",0.3,2,"fixed","AC",-0.00180488713525228,0.00244418465780494,0.951,0.00682634602111555,0.303070093347294,0.0772919054070286
22,0.3,"same",0.3,2,"fixed_trial","AB",0.000375802359720665,0.00361077284317173,0.946,0.00714730718522718,0.440510441658034,0.114182662979046
22,0.3,"same",0.3,2,"fixed","BC",-0.00394566287295919,0.00278551159080571,0.946,0.00714730718522718,0.347680808395426,0.0880856107574498
22,0.3,"same",0.3,2,"stacked","AB",0.00245189165456194,0.00295467151886705,0.952,0.00675988165576884,0.36538032419224,0.0934349173724904
22,0.3,"same",0.3,2,"drop","BC",-0.00818657897001073,0.00404730209646701,0.946,0.00714730718522718,0.50145809851345,0.127986930036103
22,0.3,"same",0.3,2,"drop","AC",-0.000958265482438544,0.00372350987047273,0.958,0.00634318531969546,0.471629780752167,0.117747720808124
22,0.3,"same",0.3,2,"stacked_trial","AB",0.000375802359720665,0.00361077284317173,0.943,0.00733150734842434,0.437563852131536,0.114182662979046
22,0.3,"same",0.3,2,"fixed","AB",0.00214077573770689,0.00295113478050162,0.954,0.00662449998113065,0.36732839336694,0.093323075885262
22,0.3,"same",0.3,2,"split_trial","AB",0.000375802359720665,0.00361077284317173,0.943,0.00733150734842434,0.437563852131536,0.114182662979046
22,0.3,"same",0.3,2,"stacked","BC",-0.0039943227100012,0.00278719853862484,0.946,0.00714730718522718,0.347308727480414,0.0881389567314729
22,0.3,"same",0.3,2,"stacked_trial","AC",0.00150308545252054,0.00373891437694955,0.935,0.0077958322198467,0.43844724309039,0.118234854075099
22,0.3,"same",0.3,2,"split","BC",-0.00445588411684449,0.00280981339151433,0.957,0.00641490451994416,0.367945864029555,0.0888541011722772
22,0.3,"same",0.3,2,"stacked_trial","BC",0.00112728309279983,0.00443867432474449,0.94,0.00750999334220744,0.53042492226012,0.140363206579025
22,0.3,"same",0.3,2,"split_trial","BC",0.00112728309279983,0.00443867432474449,0.97,0.00539444158370447,0.619783126151656,0.140363206579025
22,0.3,"same",0.3,2,"fixed_trial","BC",0.00112728309279983,0.00443867432474449,0.943,0.00733150734842434,0.531490236416991,0.140363206579025
23,0.6,"same",0.3,2,"split_trial","AB",-0.00318326849274994,0.00388709630669091,0.953,0.00669260786241059,0.487126166432647,0.122920778135717
23,0.6,"same",0.3,2,"fixed_trial","AB",-0.00318326849274994,0.00388709630669091,0.959,0.00627048642451286,0.496152136330563,0.122920778135717
23,0.6,"same",0.3,2,"drop","AB",-0.00358503013770375,0.0061023674200433,0.957,0.00641490451994416,0.777744223747122,0.192973801665423
23,0.6,"same",0.3,2,"split","AB",-0.00482325949716287,0.00330074928772153,0.945,0.00720936890441875,0.395761402134355,0.104378857343785
23,0.6,"same",0.3,2,"drop","AC",-0.00137542002090422,0.00401271103737066,0.955,0.00655553201502365,0.51488012993551,0.126893064701883
23,0.6,"same",0.3,2,"fixed","AB",-0.00461612069807647,0.00325730921281246,0.96,0.00619677335393187,0.412884697599212,0.103005161559375
23,0.6,"same",0.3,2,"fixed_trial","BC",-0.0037878180722622,0.00487240348345476,0.961,0.00612200947402077,0.62001376931841,0.154078926870556
23,0.6,"same",0.3,2,"stacked","BC",-0.000198043607489854,0.00316114584647808,0.951,0.00682634602111555,0.401844904517382,0.099964208908517
23,0.6,"same",0.3,2,"drop","BC",0.00220961011679952,0.00463568389363105,0.949,0.00695693898205238,0.582598754262019,0.146593196164318
23,0.6,"same",0.3,2,"stacked_trial","AC",-0.00697108656501215,0.00393482304809312,0.947,0.00708456067798138,0.485462098791119,0.124430030217005
23,0.6,"same",0.3,2,"stacked_trial","AB",-0.00318326849274994,0.00388709630669091,0.953,0.00669260786241059,0.487126166432647,0.122920778135717
23,0.6,"same",0.3,2,"fixed","BC",-9.75257293105913e-05,0.00315989061118623,0.951,0.00682634602111555,0.402604894245622,0.0999245148833001
23,0.6,"same",0.3,2,"stacked","AB",-0.00408123566840536,0.00326340912651924,0.956,0.00648567652600714,0.406548629318187,0.103198057767814
23,0.6,"same",0.3,2,"split_trial","BC",-0.0037878180722622,0.00487240348345476,0.982,0.00420428352992517,0.68816458039308,0.154078926870556
23,0.6,"same",0.3,2,"stacked","AC",-0.00427927927589521,0.0025833750776357,0.956,0.00648567652600714,0.32978592783736,0.0816934929584314
23,0.6,"same",0.3,2,"split","BC",0.000439364543782306,0.00318904855242292,0.955,0.00655553201502365,0.418111392352632,0.100846569945193
23,0.6,"same",0.3,2,"split","AC",-0.00438389495338056,0.00259136022437411,0.949,0.00695693898205238,0.319764422723716,0.0819460054698715
23,0.6,"same",0.3,2,"fixed_trial","AC",-0.00697108656501215,0.00393482304809312,0.954,0.00662449998113065,0.494212328082755,0.124430030217005
23,0.6,"same",0.3,2,"fixed","AC",-0.00471364642738706,0.00258069281577976,0.959,0.00627048642451286,0.333968128506029,0.0816086723909735
23,0.6,"same",0.3,2,"split_trial","AC",-0.00697108656501215,0.00393482304809312,0.947,0.00708456067798138,0.485462098791119,0.124430030217005
23,0.6,"same",0.3,2,"stacked_trial","BC",-0.0037878180722622,0.00487240348345476,0.96,0.00619677335393187,0.618602619952393,0.154078926870556
24,0.3,"opposite",0.3,2,"drop","AB",0.00449363104714099,0.00509322836150549,0.949,0.00695693898205238,0.618047010100263,0.161062022657248
24,0.3,"opposite",0.3,2,"fixed_trial","AC",-0.00355481995431711,0.00292005783688855,0.961,0.00612200947402077,0.37512041629143,0.0923403366399226
24,0.3,"opposite",0.3,2,"stacked","AC",-0.00338614953741805,0.00214142839307764,0.952,0.00675988165576884,0.26801277240722,0.0677179116827969
24,0.3,"opposite",0.3,2,"split_trial","AC",-0.00355481995431711,0.00292005783688855,0.96,0.00619677335393187,0.371960412703858,0.0923403366399226
24,0.3,"opposite",0.3,2,"split","AC",-0.00372219375558404,0.00215509396170808,0.939,0.00756828910652864,0.254216834105162,0.0681500549067322
24,0.3,"opposite",0.3,2,"split","AB",-0.0013494629005567,0.00302677597269261,0.929,0.00812151463706124,0.337455610086441,0.0957150604078027
24,0.3,"opposite",0.3,2,"fixed","AC",-0.00329348677907492,0.00214079704877872,0.955,0.00655553201502365,0.268705717345351,0.0676979468230735
24,0.3,"opposite",0.3,2,"fixed_trial","AB",-0.00359934670031433,0.00367381410483051,0.943,0.00733150734842434,0.440129630318374,0.11617620271317
24,0.3,"opposite",0.3,2,"fixed","BC",-0.00193758522088055,0.00260022787445504,0.94,0.00750999334220744,0.319494081916878,0.0822264251873627
24,0.3,"opposite",0.3,2,"stacked","AB",-0.00117543638127069,0.00299149824293333,0.942,0.00739161687318817,0.353312155604925,0.0945994806406104
24,0.3,"opposite",0.3,2,"drop","BC",-0.00546598306954244,0.00365515796816664,0.948,0.00702111102319284,0.453877861731676,0.115586243871198
24,0.3,"opposite",0.3,2,"drop","AC",-0.000972352022401465,0.00336256296003042,0.95,0.00689202437604511,0.41921459519963,0.106333577294139
24,0.3,"opposite",0.3,2,"stacked_trial","AB",-0.00359934670031433,0.00367381410483051,0.94,0.00750999334220744,0.437191471862976,0.11617620271317
24,0.3,"opposite",0.3,2,"fixed","AB",-0.00135590155819434,0.0029888977034207,0.943,0.00733150734842434,0.354355954143362,0.0945172443605586
24,0.3,"opposite",0.3,2,"split_trial","AB",-0.00359934670031433,0.00367381410483051,0.94,0.00750999334220744,0.437191471862976,0.11617620271317
24,0.3,"opposite",0.3,2,"stacked","BC",-0.00221071315614733,0.00260285054544893,0.936,0.0077397674383666,0.316958780997651,0.0823093613263022
24,0.3,"opposite",0.3,2,"stacked_trial","AC",-0.00355481995431711,0.00292005783688855,0.96,0.00619677335393187,0.371960412703858,0.0923403366399226
24,0.3,"opposite",0.3,2,"split","BC",-0.00237273085502731,0.00264645461529137,0.948,0.00702111102319284,0.341085976356395,0.083688243085854
24,0.3,"opposite",0.3,2,"stacked_trial","BC",4.45267459972507e-05,0.00378799813414498,0.943,0.00733150734842434,0.468486048640584,0.119787018763662
24,0.3,"opposite",0.3,2,"split_trial","BC",4.45267459972507e-05,0.00378799813414498,0.978,0.00463853425124791,0.574280928593067,0.119787018763662
24,0.3,"opposite",0.3,2,"fixed_trial","BC",4.45267459972507e-05,0.00378799813414498,0.95,0.00689202437604511,0.477468674877103,0.119787018763662
25,0.6,"opposite",0.3,2,"split_trial","AB",-0.00319384698537494,0.00394245196303518,0.945,0.00720936890441875,0.487688743360232,0.124671277689931
25,0.6,"opposite",0.3,2,"fixed_trial","AB",-0.00319384698537494,0.00394245196303518,0.946,0.00714730718522718,0.496988888372308,0.124671277689931
25,0.6,"opposite",0.3,2,"drop","AB",-0.00551447039018897,0.00543049675043322,0.945,0.00720936890441875,0.649492709850448,0.171727385575119
25,0.6,"opposite",0.3,2,"split","AB",-0.00364608050804235,0.00312913348181972,0.935,0.0077958322198467,0.369307341619944,0.098951889052434
25,0.6,"opposite",0.3,2,"drop","AC",-0.00544039170319116,0.00341758712819427,0.953,0.00669260786241059,0.416756118476747,0.108073594271677
25,0.6,"opposite",0.3,2,"fixed","AB",-0.00463985249302166,0.00311086939457163,0.949,0.00695693898205238,0.38872667075083,0.0983743279015538
25,0.6,"opposite",0.3,2,"fixed_trial","BC",0.0024041081020687,0.00413251227697013,0.959,0.00627048642451286,0.52753552784715,0.130681512538342
25,0.6,"opposite",0.3,2,"stacked","BC",0.00103655160492261,0.00283649765031954,0.944,0.00727076337120113,0.344576102114428,0.0896979315272558
25,0.6,"opposite",0.3,2,"drop","BC",7.40786869979367e-05,0.00416079069704034,0.94,0.00750999334220744,0.497869647917632,0.131575754698871
25,0.6,"opposite",0.3,2,"stacked_trial","AC",-0.000789738883306355,0.00290666167659728,0.951,0.00682634602111555,0.359122605416936,0.0919167128557114
25,0.6,"opposite",0.3,2,"stacked_trial","AB",-0.00319384698537494,0.00394245196303518,0.945,0.00720936890441875,0.487688743360232,0.124671277689931
25,0.6,"opposite",0.3,2,"fixed","BC",0.00162846280137906,0.00283885450040925,0.953,0.00669260786241059,0.353929711797708,0.0897724616711263
25,0.6,"opposite",0.3,2,"stacked","AB",-0.00417988068277123,0.00310999191352606,0.948,0.00702111102319284,0.386061969321485,0.0983465795144777
25,0.6,"opposite",0.3,2,"split_trial","BC",0.0024041081020687,0.00413251227697013,0.982,0.00420428352992517,0.60593797168968,0.130681512538342
25,0.6,"opposite",0.3,2,"stacked","AC",-0.00314332907784877,0.00220833027047884,0.944,0.00727076337120113,0.265750890481836,0.0698335348060884
25,0.6,"opposite",0.3,2,"split","BC",0.000708922464204667,0.00288055767878978,0.958,0.00634318531969546,0.37117222225579,0.0910912319646341
25,0.6,"opposite",0.3,2,"split","AC",-0.0029371580438378,0.0022271322859079,0.931,0.00801492358042171,0.253089716858119,0.0704281067396629
25,0.6,"opposite",0.3,2,"fixed_trial","AC",-0.000789738883306355,0.00290666167659728,0.956,0.00648567652600714,0.370678568111225,0.0919167128557114
25,0.6,"opposite",0.3,2,"fixed","AC",-0.00301138969164271,0.00221253956179604,0.947,0.00708456067798138,0.268527919907149,0.0699666442850634
25,0.6,"opposite",0.3,2,"split_trial","AC",-0.000789738883306355,0.00290666167659728,0.951,0.00682634602111555,0.359122605416936,0.0919167128557114
25,0.6,"opposite",0.3,2,"stacked_trial","BC",0.0024041081020687,0.00413251227697013,0.945,0.00720936890441875,0.494651685470467,0.130681512538342
26,0,"same",0.8,2,"drop","AB",-0.00462217039671847,0.0049706200284458,0.956,0.00648567652600714,0.620429138409625,0.157184806731397
26,0,"same",0.8,2,"fixed_trial","AC",-0.00588049499496841,0.00452666737538797,0.935,0.0077958322198467,0.537489626506183,0.143145791162024
26,0,"same",0.8,2,"stacked","AC",-0.00840923803369071,0.00269147451046284,0.93,0.00806845710157772,0.318364479404787,0.0851118971734927
26,0,"same",0.8,2,"split_trial","AC",-0.00588049499496841,0.00452666737538797,0.929,0.00812151463706124,0.530903655361823,0.143145791162024
26,0,"same",0.8,2,"split","AC",-0.00854424513829753,0.00270238078461118,0.913,0.00891240708226459,0.301561595046497,0.0854567838444423
26,0,"same",0.8,2,"split","AB",-0.00882716338638734,0.0032869974772847,0.938,0.00762600813007697,0.380009013104899,0.103943986914472
26,0,"same",0.8,2,"fixed","AC",-0.00834656182781888,0.00267298554806449,0.933,0.00790638982089803,0.319759424394756,0.0845272248459725
26,0,"same",0.8,2,"fixed_trial","AB",-0.00590658597562693,0.00436404379320201,0.952,0.00675988165576884,0.535081989834566,0.138003181952392
26,0,"same",0.8,2,"fixed","BC",-0.00048408629325009,0.00281646719881646,0.945,0.00720936890441875,0.340375429735658,0.0890645130341429
26,0,"same",0.8,2,"stacked","AB",-0.00795598462082752,0.0032500943893329,0.954,0.00662449998113065,0.396989322228266,0.10277700880826
26,0,"same",0.8,2,"drop","BC",-0.000283333859482167,0.00353252121066099,0.953,0.00669260786241059,0.438296146806235,0.111708129085442
26,0,"same",0.8,2,"drop","AC",-0.00490550425620063,0.00353768438857352,0.944,0.00727076337120113,0.43884154932158,0.111871403107125
26,0,"same",0.8,2,"stacked_trial","AB",-0.00590658597562693,0.00436404379320201,0.947,0.00708456067798138,0.529255975203749,0.138003181952392
26,0,"same",0.8,2,"fixed","AB",-0.00786247553456879,0.00323009504743483,0.958,0.00634318531969546,0.399160707493254,0.102144574087237
26,0,"same",0.8,2,"split_trial","AB",-0.00590658597562693,0.00436404379320201,0.947,0.00708456067798138,0.529255975203749,0.138003181952392
26,0,"same",0.8,2,"stacked","BC",-0.000453253412863193,0.00283263663082568,0.941,0.00745110730026082,0.339268984785598,0.0895758353703468
26,0,"same",0.8,2,"stacked_trial","AC",-0.00588049499496841,0.00452666737538797,0.929,0.00812151463706124,0.530903655361823,0.143145791162024
26,0,"same",0.8,2,"split","BC",0.000282918248089805,0.00282896941476912,0.955,0.00655553201502365,0.35823963076848,0.0894598678162399
26,0,"same",0.8,2,"stacked_trial","BC",2.60909806585154e-05,0.00525858482277862,0.931,0.00801492358042171,0.609584802304755,0.166291053091733
26,0,"same",0.8,2,"split_trial","BC",2.60909806585154e-05,0.00525858482277862,0.974,0.00503229569878401,0.752237871491784,0.166291053091733
26,0,"same",0.8,2,"fixed_trial","BC",2.60909806585154e-05,0.00525858482277862,0.935,0.0077958322198467,0.616854525770682,0.166291053091733
27,0.3,"same",0.8,2,"drop","AB",-0.00095437437543931,0.00539254252282273,0.953,0.00669260786241059,0.688059388090511,0.170527167514304
27,0.3,"same",0.8,2,"stacked_trial","AB",-0.0058079611104161,0.00506360419279135,0.927,0.00822623850857729,0.594472959197735,0.16012522418799
27,0.3,"same",0.8,2,"split_trial","AB",-0.0058079611104161,0.00506360419279135,0.927,0.00822623850857729,0.594472959197735,0.16012522418799
27,0.3,"same",0.8,2,"drop","AC",-0.00340275193736395,0.00377585838971797,0.945,0.00720936890441875,0.470886107218416,0.119403126337645
27,0.3,"same",0.8,2,"split","AB",-0.00886485790198911,0.00366287256460551,0.928,0.00817410545564467,0.425988393936379,0.115830200830956
27,0.3,"same",0.8,2,"stacked","AB",-0.00752263985507584,0.00362975696008125,0.933,0.00790638982089803,0.44045472355178,0.114782993467056
27,0.3,"same",0.8,2,"stacked_trial","BC",0.00222550741142125,0.00598489210501374,0.945,0.00720936890441875,0.724540092654801,0.18925890602203
27,0.3,"same",0.8,2,"fixed","AC",-0.00896885892051313,0.0028757539448371,0.935,0.0077958322198467,0.346703308656776,0.0909393245589946
27,0.3,"same",0.8,2,"split_trial","BC",0.00222550741142125,0.00598489210501374,0.973,0.00512552436341883,0.843789217627009,0.18925890602203
27,0.3,"same",0.8,2,"split","BC",0.00058441775957106,0.00322437716936121,0.954,0.00662449998113065,0.405771711212201,0.101963758906279
27,0.3,"same",0.8,2,"fixed_trial","AB",-0.0058079611104161,0.00506360419279135,0.931,0.00801492358042171,0.606074008816495,0.16012522418799
27,0.3,"same",0.8,2,"stacked","BC",5.80699365977869e-05,0.00321671545561745,0.941,0.00745110730026082,0.390245459153849,0.101721474244174
27,0.3,"same",0.8,2,"fixed","AB",-0.00968580839952822,0.00358949652885627,0.941,0.00745110730026082,0.444662974534595,0.113509846844541
27,0.3,"same",0.8,2,"split_trial","AC",-0.00358245369899486,0.0049483708176364,0.931,0.00801492358042171,0.593113384885145,0.156481224908407
27,0.3,"same",0.8,2,"fixed_trial","BC",0.00222550741142125,0.00598489210501374,0.952,0.00675988165576884,0.734826993584483,0.18925890602203
27,0.3,"same",0.8,2,"split","AC",-0.00828044014241804,0.00292828293080371,0.917,0.00872416185085994,0.330689366647986,0.0926004369473295
27,0.3,"same",0.8,2,"drop","BC",-0.00244837756192464,0.0040666152866516,0.943,0.00733150734842434,0.501394020255974,0.128597666734776
27,0.3,"same",0.8,2,"stacked_trial","AC",-0.00358245369899486,0.0049483708176364,0.931,0.00801492358042171,0.593113384885145,0.156481224908407
27,0.3,"same",0.8,2,"stacked","AC",-0.00746456991847806,0.00289057033670737,0.932,0.00796090447122687,0.344432499636882,0.0914078600091512
27,0.3,"same",0.8,2,"fixed","BC",0.000716949479015092,0.0031947643277587,0.95,0.00689202437604511,0.391721608746541,0.101027318631742
27,0.3,"same",0.8,2,"fixed_trial","AC",-0.00358245369899486,0.0049483708176364,0.937,0.00768316341099159,0.602750094738937,0.156481224908407
28,0.6,"same",0.8,2,"split","AB",-0.00681655253432374,0.00425526697706425,0.933,0.00790638982089803,0.485217523179904,0.134563356996225
28,0.6,"same",0.8,2,"stacked","AB",-0.00412650586910029,0.0042363105963402,0.937,0.00768316341099159,0.496197154957179,0.133963903603412
28,0.6,"same",0.8,2,"drop","AB",0.0077815937860312,0.0061347148911832,0.958,0.00634318531969546,0.777159758685504,0.193996718518909
28,0.6,"same",0.8,2,"drop","AC",0.00574666334206918,0.00403733829933694,0.955,0.00655553201502365,0.514939690544577,0.127671847105354
28,0.6,"same",0.8,2,"stacked_trial","AB",-0.00324957385008308,0.00583487787824199,0.92,0.00857904423581089,0.676412070342226,0.184515039641753
28,0.6,"same",0.8,2,"fixed_trial","AB",-0.00324957385008308,0.00583487787824199,0.924,0.00837997613361756,0.698769352473187,0.184515039641753
