"fpr","tpr","diagnostic","target"
0.0330472875942123,0.0968593857655277,"ess_pct","transport error"
0.0344655216449139,0.100375094625978,"ess_pct","transport error"
0.0359539644837198,0.103750588334729,"ess_pct","transport error"
0.0373132265850358,0.107470113520198,"ess_pct","transport error"
0.0387822278377751,0.111008954991723,"ess_pct","transport error"
0.0403033088768001,0.114636649127499,"ess_pct","transport error"
0.0418252216616069,0.118441835376376,"ess_pct","transport error"
0.0433713289070243,0.122139030926344,"ess_pct","transport error"
0.0450433600979072,0.125618663055165,"ess_pct","transport error"
0.0466725619771413,0.129379024273299,"ess_pct","transport error"
0.048349284640496,0.133176770519027,"ess_pct","transport error"
0.0499809904837822,0.137041680506572,"ess_pct","transport error"
0.0517813461650765,0.140790539334165,"ess_pct","transport error"
0.0536419907373452,0.144574849117488,"ess_pct","transport error"
0.0553391257529871,0.148683385780917,"ess_pct","transport error"
0.0572156262100602,0.152611979714418,"ess_pct","transport error"
0.0589978205565148,0.156710844531804,"ess_pct","transport error"
0.0608715338657316,0.16078398044419,"ess_pct","transport error"
0.0628271256410519,0.164749153274424,"ess_pct","transport error"
0.0646814165626547,0.169076758453487,"ess_pct","transport error"
0.0666452483415479,0.17301203625694,"ess_pct","transport error"
0.068667465833258,0.177076105905242,"ess_pct","transport error"
0.0705985026706615,0.181178636209106,"ess_pct","transport error"
0.072626819431609,0.18536442184256,"ess_pct","transport error"
0.0746800543811623,0.189394697125705,"ess_pct","transport error"
0.0766613196402119,0.193562815979586,"ess_pct","transport error"
0.0788035417714297,0.197537305554612,"ess_pct","transport error"
0.0809977791594422,0.201392410993316,"ess_pct","transport error"
0.0830342766747913,0.20567037462298,"ess_pct","transport error"
0.0851963360788918,0.20980173998288,"ess_pct","transport error"
0.087320057427505,0.213985701091516,"ess_pct","transport error"
0.0894830457879766,0.21810223987443,"ess_pct","transport error"
0.0916615913961585,0.222254518952729,"ess_pct","transport error"
0.0938104541852108,0.226463523310709,"ess_pct","transport error"
0.0959978532382262,0.230669869414656,"ess_pct","transport error"
0.098219259686407,0.234821287077507,"ess_pct","transport error"
0.100292267131772,0.238979195077288,"ess_pct","transport error"
0.102570341919453,0.243020136034883,"ess_pct","transport error"
